1758203563752833056,,,,0.144,5.701,8.054,
1758203563754208472,,,,,,,2.41
1758203563859566702,,,,0.113,5.729,8.107,
1758203563860969827,,,,,,,2.41
1758203563966174149,,,,0.017,5.535,8.389,
1758203563967568368,,,,,,,2.41
1758203564072829983,,,,0.141,5.655,8.179,
1758203564074227379,,,,,,,2.41
1758203564179733368,,,,0.019,5.715,8.145,
1758203564181119201,,,,,,,2.28
1758203564286385347,,,,0.208,5.717,8.147,
1758203564287776493,,,,,,,2.28
1758203564388784514,,,,0.065,5.686,8.159,
1758203564390169462,,,,,,,2.28
1758203564495374774,,,,0.038,5.775,8.102,
1758203564496819097,,,,,,,2.28
1758203564601972847,,,,0.28,5.782,8.09,
1758203564603369045,,,,,,,2.28
1758203564708919618,,,,0.017,5.789,8.14,
1758203564710314566,,,,,,,2.08
1758203564815538680,,,,-0.017,5.691,8.145,
1758203564816987587,,,,,,,2.08
1758203564918084462,,,,0.034,5.528,8.021,
1758203564919464253,,,,,,,2.08
1758203565020626597,,,,-0.012,5.758,8.121,
1758203565022003264,,,,,,,2.78
1758203565127341441,,,,0.141,5.818,8.262,
1758203565128740034,,,,,,,2.78
1758203565234019930,,,,0.134,5.808,8.066,
1758203565235397534,,,,,,,2.78
1758203565336475503,,,,0.139,5.705,8.097,
1758203565338386805,,,,,,,2.78
1758203565443363368,,,,0.048,5.593,8.162,
1758203565444747118,,,,,,,2.78
1758203565545913993,,,,-0.053,5.818,8.198,
1758203565547312691,,,,,,,2.78
1758203565652560034,,,,0.127,5.916,8.243,
1758203565653957638,,,,,,,2.78
1758203565755103420,,,,0.247,5.686,7.925,
1758203565756534253,,,,,,,2.78
1758203565861870607,,,,-0.048,5.562,8.171,
1758203565863260295,,,,,,,2.78
1758203565968403992,,,,0.06,5.825,8.186,
1758203565969803420,,,,,,,2.78
1758203566071622274,,,,0.074,5.559,8.21,
1758203566072993211,,,,,,,2.78
1758203566178416649,,,,-0.067,5.693,7.939,
1758203566179826284,,,,,,,2.78
1758203566285007326,,,,0.096,5.648,8.272,
1758203566286455034,,,,,,,2.78
1758203566391496336,,,,0.187,5.626,7.987,
1758203566392891388,,,,,,,2.78
1758203566494129826,,,,0.057,5.705,8.212,
1758203566496275659,,,,,,,0.69
1758203566600780346,,,,0.038,5.614,7.97,
1758203566602101388,,,,,,,0.69
1758203566707401753,,,,0.23,5.669,8.215,
1758203566708800451,,,,,,,0.69
1758203566810033680,,,,0.055,5.717,8.222,
1758203566811385971,,,,,,,0.69
1758203566912567794,,,,0.103,5.629,8.135,
1758203566913926544,,,,,,,0.69
1758203567015128680,,,,0.045,5.703,8.107,
1758203567016567534,,,,,,,1.89
1758203567117537482,,,,0.017,5.701,8.207,
1758203567118887013,,,,,,,1.89
1758203567219983002,,,,0.017,5.622,8.155,
1758203567221355502,,,,,,,1.89
1758203567322487377,,,,0.218,5.622,8.143,
1758203567323851804,,,,,,,1.89
1758203567425192586,,,,-0.01,5.775,8.131,
1758203567426621232,,,,,,,2.34
1758203567532596127,,,,0.115,5.744,8.246,
1758203567533996492,,,,,,,2.34
1758203567635182065,,,,0.134,5.578,8.224,
1758203567636615606,,,,,,,2.34
1758203567737554617,,,,0.074,5.569,7.977,
1758203567738861804,,,,,,,2.34
1758203567840103419,,,,0.022,5.772,8.361,
1758203567841464148,,,,,,,2.41
1758203567946996075,,,,0.108,5.672,8.215,
1758203567948392273,,,,,,,2.41
1758203568054085190,,,,0.194,5.54,8.119,
1758203568055478940,,,,,,,2.41
1758203568156507481,,,,0.084,5.744,8.102,
1758203568157876960,,,,,,,2.41
1758203568263923887,,,,-0.038,5.746,8.016,
1758203568265317273,,,,,,,2.54
1758203568366715606,,,,0.117,5.741,8.248,
1758203568368244825,,,,,,,2.54
1758203568468836856,,,,0.036,5.581,7.987,
1758203568470296023,,,,,,,2.54
1758203568576126856,,,,0.136,5.634,8.092,
1758203568577522898,,,,,,,2.76
1758203568683262377,,,,0.029,5.571,8.049,
1758203568684805502,,,,,,,2.76
1758203568790677793,,,,0.055,5.808,8.135,
1758203568792071179,,,,,,,2.76
1758203568893220241,,,,-0.089,5.657,8.004,
1758203568894586596,,,,,,,3.04
1758203568995915293,,,,0.182,5.787,8.167,
1758203568997277273,,,,,,,3.04
1758203569097995606,,,,0.045,5.748,7.973,
1758203569099935866,,,,,,,3.04
1758203569200725189,,,,0.16,5.593,8.188,
1758203569202818366,,,,,,,3.81
1758203569308274981,,,,0.062,5.725,8.078,
1758203569309576960,,,,,,,3.81
1758203569410284877,,,,0.084,5.713,8.176,
1758203569411838418,,,,,,,3.81
1758203569517387220,,,,0.01,5.684,8.195,
1758203569518763835,,,,,,,3.37
1758203569619977793,,,,0.05,5.725,8.061,
1758203569621438939,,,,,,,3.37
1758203569722468314,,,,0.012,5.614,8.203,
1758203569723914356,,,,,,,3.71
1758203569829493262,,,,0.089,5.741,8.162,
1758203569830891804,,,,,,,3.71
1758203569936601074,,,,0.022,5.605,8.2,
1758203569938002324,,,,,,,3.71
1758203570039180658,,,,0.002,5.648,8.25,
1758203570040785606,,,,,,,3.52
1758203570146625501,,,,-0.038,5.792,8.135,
1758203570148034876,,,,,,,3.52
1758203570249084720,,,,0.01,5.679,8.159,
1758203570250537116,,,,,,,4.17
1758203570356294147,,,,0.266,5.71,7.977,
1758203570357692272,,,,,,,4.17
1758203570463164668,,,,0.273,5.648,8.09,
1758203570465042845,,,,,,,4.99
1758203570570609303,,,,0.055,5.794,8.215,
1758203570572552272,,,,,,,4.99
1758203570674206282,,,,0.084,5.557,8.145,
1758203570676211126,,,,,,,5.33
1758203570778089407,,,,0.117,5.765,8.217,
1758203570780069928,,,,,,,5.33
1758203570881323834,,,,0.091,5.636,8.054,
1758203570882898105,,,,,,,5.3
1758203570988435813,,,,-0.034,5.662,7.92,
1758203570989841959,,,,,,,6.18
1758203571095633053,,,,0.146,5.713,8.073,
1758203571097080032,,,,,,,6.18
1758203571198500709,,,,0.141,5.516,8.128,
1758203571199864355,,,,,,,5.52
1758203571301130970,,,,-0.002,5.655,8.215,
1758203571302573834,,,,,,,5.52
1758203571404350084,,,,0.017,5.519,8.155,
1758203571405746959,,,,,,,5.16
1758203571506735292,,,,0.297,5.708,8.033,
1758203571508130084,,,,,,,5.16
1758203571613447011,,,,-0.065,5.722,8.234,
1758203571614833469,,,,,,,5.16
1758203571720185501,,,,0.096,5.672,8.272,
1758203571721552115,,,,,,,5.16
1758203571826659407,,,,0.218,5.772,8.186,
1758203571828078678,,,,,,,5.16
1758203571933350396,,,,0.074,5.744,8.272,
1758203571934736646,,,,,,,5.16
1758203572036010240,,,,0.153,5.619,7.987,
1758203572037530240,,,,,,,1.53
1758203572142894719,,,,0.029,5.567,8.277,
1758203572144291594,,,,,,,1.53
1758203572245653730,,,,-0.007,5.641,8.241,
1758203572247155240,,,,,,,6.2
1758203572352383209,,,,-0.141,5.76,8.119,
1758203572353752323,,,,,,,6.2
1758203572459174615,,,,0.144,5.662,8.181,
1758203572460571698,,,,,,,6.2
1758203572565895865,,,,0.024,5.799,7.977,
1758203572567289250,,,,,,,6.2
1758203572672619771,,,,0.05,5.751,8.124,
1758203572674016959,,,,,,,6.2
1758203572779486021,,,,0.239,5.547,8.033,
1758203572780886490,,,,,,,6.2
1758203572881684094,,,,-0.117,5.715,8.222,
1758203572883048990,,,,,,,6.2
1758203572983676906,,,,-0.01,5.679,8.179,
1758203572985561698,,,,,,,6.2
1758203573090964875,,,,0.01,5.725,8.071,
1758203573092367792,,,,,,,6.2
1758203573197849615,,,,-0.043,5.691,8.097,
1758203573199242636,,,,,,,6.2
1758203573304457896,,,,0.254,5.782,8.226,
1758203573305885552,,,,,,,6.2
1758203573411000240,,,,0.251,5.65,8.104,
1758203573412392531,,,,,,,6.2
1758203573517601490,,,,0.041,5.744,7.97,
1758203573518988521,,,,,,,6.2
1758203573624363573,,,,-0.026,5.631,8.38,
1758203573625805656,,,,,,,6.2
1758203573731032323,,,,0.0,5.966,8.066,
1758203573732425031,,,,,,,6.2
1758203573837786177,,,,-0.086,5.739,8.248,
1758203573839185604,,,,,,,6.2
1758203573944549198,,,,0.062,5.677,8.195,
1758203573945981594,,,,,,,6.2
1758203574047180083,,,,0.283,5.595,8.203,
1758203574048552635,,,,,,,0.54
1758203574154104614,,,,0.096,5.77,8.255,
1758203574155625656,,,,,,,0.54
1758203574257496698,,,,0.113,5.657,8.104,
1758203574258897166,,,,,,,0.54
1758203574360216958,,,,0.074,5.614,8.023,
1758203574361578521,,,,,,,0.54
1758203574467211593,,,,-0.113,5.701,8.212,
1758203574468607270,,,,,,,0.54
1758203574571166281,,,,-0.007,5.6,7.989,
1758203574572541177,,,,,,,4438.42
1758203574677963781,,,,0.211,5.72,8.207,
1758203574679359145,,,,,,,4438.42
1758203574784719979,,,,0.153,5.789,8.155,
1758203574786163208,,,,,,,4438.42
1758203574891608364,,,,0.014,5.715,8.246,
1758203574893004718,,,,,,,4438.42
1758203574998494302,,,,0.096,5.818,8.27,
1758203574999876593,,,,,,,4438.42
1758203575101027531,,,,0.072,5.593,8.246,
1758203575102395499,,,,,,,4438.42
1758203575207938364,,,,0.184,5.648,8.061,
1758203575209330239,,,,,,,4438.42
1758203575314739718,,,,0.091,5.698,8.14,
1758203575316178572,,,,,,,4438.42
1758203575421521437,,,,0.041,5.567,8.425,
1758203575422911645,,,,,,,4438.42
1758203575524079249,,,,0.304,5.945,8.073,
1758203575525381801,,,,,,,4438.42
1758203575626469458,,,,0.175,5.657,7.92,
1758203575627848364,,,,,,,4438.42
1758203575728886645,,,,0.129,5.756,8.176,
1758203575730261124,,,,,,,4438.42
1758203575835850916,,,,-0.014,5.715,8.205,
1758203575837246280,,,,,,,4438.42
1758203575938523051,,,,0.043,5.765,8.066,
1758203575940398885,,,,,,,4438.42
1758203576045858155,,,,0.079,5.739,8.219,
1758203576047228520,,,,,,,4438.42
1758203576152554614,,,,0.283,5.629,8.135,
1758203576153949457,,,,,,,4438.42
1758203576259488259,,,,0.031,5.49,8.133,
1758203576260878676,,,,,,,4438.42
1758203576366502895,,,,0.105,5.54,8.066,
1758203576367904561,,,,,,,4438.42
1758203576468885447,,,,0.117,5.957,8.076,
1758203576470252374,,,,,,,4438.42
1758203576571299822,,,,-0.153,5.792,8.262,
1758203576573317426,,,,,,,4438.42
1758203576678786593,,,,0.139,5.715,8.294,
1758203576680843259,,,,,,,4438.42
1758203576786551176,,,,0.072,5.648,8.25,
1758203576788911749,,,,,,,4438.42
1758203576894715395,,,,0.105,5.602,8.219,
1758203576896147322,,,,,,,4438.42
1758203577001470967,,,,-0.034,5.689,7.973,
1758203577002868780,,,,,,,4438.42
1758203577108530030,,,,-0.019,5.686,8.059,
1758203577109923259,,,,,,,4438.42
1758203577215412634,,,,0.077,5.748,8.15,
1758203577216851176,,,,,,,4438.42
1758203577322107478,,,,0.225,5.634,8.265,
1758203577323480811,,,,,,,4438.42
1758203577428315394,,,,0.266,5.696,8.109,
1758203577430304769,,,,,,,4438.42
1758203577535528103,,,,0.115,5.521,8.162,
1758203577537468207,,,,,,,4438.42
1758203577642983311,,,,-0.177,5.839,8.272,
1758203577644795082,,,,,,,4438.42
1758203577751244196,,,,0.127,5.562,7.977,
1758203577753088728,,,,,,,4438.42
1758203577858532582,,,,-0.098,5.59,7.973,
1758203577859920342,,,,,,,4438.42
1758203577965354040,,,,0.132,5.555,8.011,
1758203577966803675,,,,,,,4438.42
1758203578072260290,,,,-0.146,5.617,7.977,
1758203578073663571,,,,,,,4438.42
1758203578178991227,,,,0.031,5.567,8.169,
1758203578180391644,,,,,,,4438.42
1758203578285808363,,,,-0.127,5.648,8.332,
1758203578287184457,,,,,,,4438.42
1758203578392430134,,,,0.084,5.722,8.009,
1758203578393829144,,,,,,,4438.42
1758203578494887946,,,,-0.05,5.77,7.985,
1758203578496298050,,,,,,,4438.42
1758203578601573467,,,,0.165,5.684,8.234,
1758203578602974717,,,,,,,4438.42
1758203578708370290,,,,0.074,5.538,8.047,
1758203578709758258,,,,,,,4438.42
1758203578811023779,,,,-0.005,5.447,8.219,
1758203578812582790,,,,,,,4438.42
1758203578917796279,,,,0.019,5.744,8.143,
1758203578919192842,,,,,,,4438.42
1758203579024851852,,,,0.146,5.622,7.989,
1758203579026287113,,,,,,,4438.42
1758203579131832477,,,,0.139,5.698,8.167,
1758203579133212790,,,,,,,4438.42
1758203579234529717,,,,0.105,5.715,8.238,
1758203579235938831,,,,,,,4438.42
1758203579341255550,,,,-0.057,5.684,8.176,
1758203579342650498,,,,,,,4438.42
1758203579448141904,,,,0.134,5.567,8.102,
1758203579449545185,,,,,,,4438.42
1758203579554885602,,,,0.141,5.746,8.193,
1758203579556330237,,,,,,,4438.42
1758203579657288310,,,,0.029,5.713,8.085,
1758203579658593623,,,,,,,4438.42
1758203579759595029,,,,-0.024,5.722,8.174,
1758203579760905758,,,,,,,4438.42
1758203579862594821,,,,0.122,5.617,8.234,
1758203579863988310,,,,,,,0.19
1758203579969279404,,,,0.11,5.698,8.116,
1758203579970668518,,,,,,,0.19
1758203580071603258,,,,0.225,5.823,8.112,
1758203580072982373,,,,,,,0.19
1758203580178489925,,,,0.084,5.739,8.121,
1758203580179874977,,,,,,,0.19
1758203580285187945,,,,-0.072,5.538,8.013,
1758203580286637685,,,,,,,0.19
1758203580392185393,,,,0.0,5.674,8.061,
1758203580393586174,,,,,,,0.19
1758203580494563206,,,,-0.081,5.744,8.021,
1758203580495989560,,,,,,,0.19
1758203580597196643,,,,0.034,5.667,7.973,
1758203580598573310,,,,,,,0.19
1758203580699493258,,,,0.007,5.689,8.169,
1758203580700863622,,,,,,,0.19
1758203580806468206,,,,0.117,5.684,8.253,
1758203580807864195,,,,,,,0.19
1758203580913167633,,,,0.091,5.65,8.095,
1758203580914560914,,,,,,,0.19
1758203581015900028,,,,0.278,5.753,8.049,
1758203581017279664,,,,,,,0.91
1758203581122715862,,,,-0.026,5.741,8.179,
1758203581124117841,,,,,,,0.91
1758203581225453310,,,,0.069,5.497,8.054,
1758203581226877216,,,,,,,0.91
1758203581327681799,,,,0.165,5.674,8.195,
1758203581329057268,,,,,,,0.91
1758203581434541070,,,,0.232,5.657,8.217,
1758203581435987737,,,,,,,0.91
1758203581537275184,,,,0.089,5.581,8.322,
1758203581538636643,,,,,,,1.88
1758203581644027789,,,,-0.06,5.571,8.253,
1758203581645412059,,,,,,,1.88
1758203581746579716,,,,0.139,5.751,8.135,
1758203581747947893,,,,,,,1.88
1758203581853335497,,,,0.113,5.772,8.272,
1758203581854699403,,,,,,,1.88
1758203581960368466,,,,0.098,5.765,8.179,
1758203581961755445,,,,,,,1.88
1758203582067575966,,,,-0.038,5.691,8.061,
1758203582068979403,,,,,,,2.02
1758203582174348570,,,,0.062,5.775,8.191,
1758203582175732424,,,,,,,2.02
1758203582276966538,,,,0.01,5.744,8.162,
1758203582278319715,,,,,,,2.02
1758203582383632372,,,,0.06,5.567,8.116,
1758203582385022476,,,,,,,2.02
1758203582486845705,,,,0.098,5.768,8.212,
1758203582488223101,,,,,,,1.94
1758203582593393361,,,,0.101,5.6,8.14,
1758203582594793986,,,,,,,1.94
1758203582700004299,,,,0.144,5.811,8.116,
1758203582701389507,,,,,,,1.94
1758203582803234871,,,,0.086,5.734,8.085,
1758203582804623830,,,,,,,1.94
1758203582910033465,,,,0.213,5.82,8.147,
1758203582911409194,,,,,,,1.94
1758203583016780392,,,,0.113,5.686,8.272,
1758203583018164351,,,,,,,1.94
1758203583119494246,,,,-0.115,5.715,8.262,
1758203583120855444,,,,,,,1.64
1758203583221787996,,,,0.043,5.567,8.078,
1758203583223359194,,,,,,,1.64
1758203583328902632,,,,0.139,5.521,8.243,
1758203583330295236,,,,,,,1.64
1758203583435531590,,,,0.017,5.602,8.157,
1758203583436966850,,,,,,,1.64
1758203583542207684,,,,0.168,5.66,8.246,
1758203583543572371,,,,,,,1.64
1758203583644936434,,,,0.084,5.576,8.04,
1758203583646349402,,,,,,,1.87
1758203583751914194,,,,-0.134,5.775,8.255,
1758203583753302684,,,,,,,1.87
1758203583858899298,,,,0.115,5.598,7.977,
1758203583860290444,,,,,,,1.87
1758203583961883881,,,,-0.172,5.792,8.104,
1758203583963299975,,,,,,,1.87
1758203584068501850,,,,0.108,5.708,8.203,
1758203584069975913,,,,,,,1.87
1758203584175227944,,,,0.022,5.619,8.145,
1758203584176679090,,,,,,,1.87
1758203584277667944,,,,0.146,5.77,8.425,
1758203584279257892,,,,,,,1.87
1758203584380002475,,,,0.151,5.598,8.2,
1758203584381435704,,,,,,,1.87
1758203584486732006,,,,0.156,5.77,8.03,
1758203584488122110,,,,,,,1.87
1758203584593373412,,,,0.089,5.717,8.15,
1758203584594744558,,,,,,,1.87
1758203584695542944,,,,-0.065,5.703,7.994,
1758203584697038985,,,,,,,1.87
1758203584802660079,,,,0.144,5.574,8.246,
1758203584804058725,,,,,,,1.87
1758203584909570964,,,,0.067,5.648,7.977,
1758203584910973673,,,,,,,1.87
1758203585016676069,,,,0.108,5.641,7.992,
1758203585018067735,,,,,,,1.87
1758203585119067162,,,,0.192,5.617,8.179,
1758203585120431225,,,,,,,1.87
1758203585221280496,,,,0.208,5.504,8.191,
1758203585222742683,,,,,,,1.87
1758203585328117996,,,,0.148,5.813,8.25,
1758203585329513673,,,,,,,1.87
1758203585434570339,,,,0.105,5.66,8.159,
1758203585436020912,,,,,,,1.87
1758203585541386537,,,,0.136,5.698,8.1,
1758203585542758933,,,,,,,1.87
1758203585648058568,,,,0.077,5.681,8.107,
1758203585649452110,,,,,,,1.87
1758203585754869818,,,,0.069,5.71,8.028,
1758203585756303047,,,,,,,1.87
1758203585857688047,,,,0.117,5.614,8.114,
1758203585859074193,,,,,,,1.87
1758203585964487422,,,,0.034,5.684,8.068,
1758203585965894974,,,,,,,1.87
1758203586071057422,,,,0.136,5.705,8.009,
1758203586072449506,,,,,,,1.87
1758203586177752735,,,,0.144,5.665,8.021,
1758203586179151901,,,,,,,1.87
1758203586284639401,,,,-0.129,5.543,8.2,
1758203586286135183,,,,,,,1.87
1758203586391619766,,,,0.113,5.622,8.377,
1758203586393007787,,,,,,,1.87
1758203586498190703,,,,0.007,5.559,8.124,
1758203586499564505,,,,,,,1.87
1758203586604779610,,,,0.074,5.808,8.049,
1758203586606228776,,,,,,,1.87
1758203586711631797,,,,0.074,5.732,8.183,
1758203586713035182,,,,,,,1.87
1758203586818210078,,,,0.019,5.734,8.2,
1758203586819598828,,,,,,,1.87
1758203586924924453,,,,0.101,5.78,8.219,
1758203586926360964,,,,,,,1.87
1758203587031692578,,,,-0.096,5.595,7.997,
1758203587033091328,,,,,,,1.87
1758203587138489089,,,,0.069,5.574,8.116,
1758203587139871953,,,,,,,1.87
1758203587245335911,,,,0.0,5.598,8.08,
1758203587246786016,,,,,,,1.87
1758203587352059297,,,,0.108,5.605,8.291,
1758203587353463307,,,,,,,1.87
1758203587458707266,,,,0.036,5.703,7.994,
1758203587460089453,,,,,,,1.87
1758203587565223932,,,,-0.012,5.748,8.191,
1758203587566669765,,,,,,,1.87
1758203587672060443,,,,0.101,5.545,8.03,
1758203587673432995,,,,,,,1.87
1758203587778816536,,,,0.019,5.631,8.188,
1758203587780662057,,,,,,,1.87
1758203587885600807,,,,0.283,5.691,7.927,
1758203587887018828,,,,,,,1.87
1758203587992409557,,,,0.091,5.619,8.219,
1758203587993822213,,,,,,,1.87
1758203588099150599,,,,-0.024,5.739,8.238,
1758203588100557109,,,,,,,1.87
1758203588202607005,,,,0.17,5.727,8.133,
1758203588203984817,,,,,,,1.87
1758203588309255078,,,,0.062,5.598,8.231,
1758203588310653880,,,,,,,1.87
1758203588415965911,,,,0.132,5.801,8.085,
1758203588417348671,,,,,,,1.87
1758203588518283776,,,,0.124,5.662,8.188,
1758203588519650963,,,,,,,1.87
1758203588625206744,,,,0.045,5.677,7.858,
