[1758209023032726968],,,,,,,0.0
[1758209023037806916],,,,2.509,9.668,-0.12,
[1758209023037806916],,,,,,,0.0
[1758209023042889885],,,,2.504,9.622,0.101,
[1758209023042889885],,,,,,,0.0
[1758209023047973687],,,,2.452,9.661,-0.093,
[1758209023047973687],,,,,,,0.0
[1758209023053117124],,,,2.631,9.752,-0.168,
[1758209023053117124],,,,,,,0.0
[1758209023058184416],,,,2.641,9.522,-0.457,
[1758209023058184416],,,,,,,0.0
[1758209023063296083],,,,2.579,9.629,-0.002,
[1758209023063296083],,,,,,,0.0
[1758209023068455926],,,,2.583,9.799,-0.177,
[1758209023068455926],,,,,,,0.0
[1758209023073677801],,,,2.693,9.682,-0.101,
[1758209023073677801],,,,,,,0.0
[1758209023078786343],,,,2.679,9.72,-0.254,
[1758209023078786343],,,,,,,0.0
[1758209023083883843],,,,2.746,9.665,-0.235,
[1758209023083883843],,,,,,,0.0
[1758209023089073010],,,,2.768,9.776,-0.223,
[1758209023089073010],,,,,,,0.0
[1758209023094171656],,,,2.665,9.728,-0.23,
[1758209023094171656],,,,,,,0.0
[1758209023099305510],,,,2.555,9.787,-0.17,
[1758209023099305510],,,,,,,0.0
[1758209023104445978],,,,2.473,9.802,-0.402,
[1758209023104445978],,,,,,,0.0
[1758209023109697749],,,,2.521,9.716,-0.192,
[1758209023109697749],,,,,,,0.0
[1758209023114845353],,,,2.682,9.584,-0.273,
[1758209023114845353],,,,,,,0.0
[1758209023119895406],,,,2.741,9.601,0.043,
[1758209023119895406],,,,,,,0.0
[1758209023124927645],,,,2.516,9.687,-0.151,
[1758209023124927645],,,,,,,0.0
[1758209023130256551],,,,2.741,9.536,-0.338,
[1758209023130256551],,,,,,,0.0
[1758209023137635614],,,,2.521,9.708,-0.563,
[1758209023137635614],,,,,,,0.0
[1758209023142883166],,,,2.71,9.651,-0.115,
[1758209023142883166],,,,,,,0.0
[1758209023147965353],,,,2.682,9.632,-0.23,
[1758209023147965353],,,,,,,0.0
[1758209023153115197],,,,2.533,9.582,-0.211,
[1758209023153115197],,,,,,,0.0
[1758209023158237697],,,,2.705,9.649,-0.17,
[1758209023158237697],,,,,,,0.0
[1758209023163338426],,,,2.607,9.773,-0.084,
[1758209023163338426],,,,,,,0.0
[1758209023168410874],,,,2.571,9.728,-0.172,
[1758209023168410874],,,,,,,0.0
[1758209023173477489],,,,2.634,9.615,-0.261,
[1758209023173477489],,,,,,,0.0
[1758209023178527645],,,,2.732,9.584,-0.019,
[1758209023178527645],,,,,,,0.0
[1758209023183619208],,,,2.89,9.773,-0.17,
[1758209023183619208],,,,,,,0.0
[1758209023188681760],,,,2.849,9.565,-0.086,
[1758209023188681760],,,,,,,0.0
[1758209023193776968],,,,2.629,9.577,0.06,
[1758209023193776968],,,,,,,0.0
[1758209023198857124],,,,2.466,9.665,-0.249,
[1758209023198857124],,,,,,,0.0
[1758209023204026551],,,,2.545,9.708,-0.266,
[1758209023204026551],,,,,,,0.0
[1758209023209156968],,,,2.763,9.615,-0.251,
[1758209023209156968],,,,,,,0.0
[1758209023214231760],,,,2.631,9.713,-0.414,
[1758209023214231760],,,,,,,0.0
[1758209023219386968],,,,2.574,9.792,-0.433,
[1758209023219386968],,,,,,,0.0
[1758209023224458687],,,,2.569,9.766,-0.273,
[1758209023224458687],,,,,,,0.0
[1758209023229617124],,,,2.823,9.608,-0.177,
[1758209023229617124],,,,,,,0.0
[1758209023234691499],,,,2.71,9.603,-0.309,
[1758209023234691499],,,,,,,0.0
[1758209023241065197],,,,2.811,9.725,-0.273,
[1758209023241065197],,,,,,,0.0
[1758209023246327280],,,,2.691,9.56,-0.177,
[1758209023246327280],,,,,,,0.0
[1758209023251836760],,,,2.638,9.692,-0.35,
[1758209023251836760],,,,,,,0.0
[1758209023256907801],,,,2.789,9.634,-0.318,
[1758209023256907801],,,,,,,0.0
[1758209023261987385],,,,2.641,9.787,-0.326,
[1758209023261987385],,,,,,,0.0
[1758209023267065353],,,,2.835,9.737,-0.275,
[1758209023267065353],,,,,,,0.0
[1758209023272134676],,,,2.679,9.625,-0.215,
[1758209023272134676],,,,,,,0.0
[1758209023277260197],,,,2.648,9.711,-0.242,
[1758209023277260197],,,,,,,0.0
[1758209023282404103],,,,2.734,9.687,-0.014,
[1758209023282404103],,,,,,,0.0
[1758209023287499208],,,,2.842,9.488,-0.158,
[1758209023287499208],,,,,,,0.0
[1758209023292747801],,,,2.464,9.749,-0.242,
[1758209023292747801],,,,,,,0.0
[1758209023297856291],,,,2.521,9.519,-0.208,
[1758209023297856291],,,,,,,0.0
[1758209023303042853],,,,2.569,9.704,-0.244,
[1758209023303042853],,,,,,,0.0
[1758209023308101083],,,,2.617,9.673,-0.237,
[1758209023308101083],,,,,,,0.0
[1758209023313184780],,,,2.744,9.625,-0.235,
[1758209023313184780],,,,,,,0.0
[1758209023318371030],,,,2.579,9.685,-0.244,
[1758209023318371030],,,,,,,0.0
[1758209023323462072],,,,2.622,9.606,-0.28,
[1758209023323462072],,,,,,,0.0
[1758209023328539103],,,,2.555,9.742,-0.156,
[1758209023328539103],,,,,,,0.0
[1758209023333746187],,,,2.725,9.519,-0.362,
[1758209023333746187],,,,,,,0.0
[1758209023364208739],,,,2.593,9.716,-0.333,
[1758209023364208739],,,,,,,0.0
[1758209023368889103],,,,2.66,9.706,-0.175,
[1758209023368889103],,,,,,,0.0
[1758209023373377020],,,,2.614,9.622,-0.002,
[1758209023373377020],,,,,,,0.0
[1758209023377850249],,,,2.715,9.61,-0.163,
[1758209023377850249],,,,,,,0.0
[1758209023382332749],,,,2.749,9.79,-0.101,
[1758209023382332749],,,,,,,0.0
[1758209023386843739],,,,2.571,9.67,-0.156,
[1758209023386843739],,,,,,,0.0
[1758209023391390093],,,,2.646,9.764,-0.091,
[1758209023391390093],,,,,,,0.0
[1758209023395893530],,,,2.591,9.718,-0.261,
[1758209023395893530],,,,,,,0.0
[1758209023400457489],,,,2.459,9.735,-0.136,
[1758209023400457489],,,,,,,0.0
[1758209023405278895],,,,2.698,9.62,-0.194,
[1758209023405278895],,,,,,,0.0
[1758209023409852437],,,,2.595,9.759,-0.189,
[1758209023409852437],,,,,,,0.0
[1758209023414327541],,,,2.662,9.701,-0.122,
[1758209023414327541],,,,,,,0.0
[1758209023418833114],,,,2.619,9.613,-0.124,
[1758209023418833114],,,,,,,0.0
[1758209023423316239],,,,2.734,9.536,-0.283,
[1758209023423316239],,,,,,,0.0
[1758209023427817853],,,,2.454,9.653,-0.177,
[1758209023427817853],,,,,,,0.0
[1758209023432362280],,,,2.476,9.515,-0.211,
[1758209023432362280],,,,,,,0.0
[1758209023436846655],,,,2.732,9.658,-0.17,
[1758209023436846655],,,,,,,0.0
[1758209023441351760],,,,2.571,9.625,-0.244,
[1758209023441351760],,,,,,,0.0
[1758209023445845093],,,,2.54,9.598,-0.249,
[1758209023445845093],,,,,,,0.0
[1758209023450489312],,,,2.507,9.742,-0.304,
[1758209023450489312],,,,,,,0.0
[1758209023455005874],,,,2.614,9.661,-0.268,
[1758209023455005874],,,,,,,0.0
[1758209023459494885],,,,2.466,9.732,-0.019,
[1758209023459494885],,,,,,,0.0
[1758209023464418739],,,,2.672,9.622,-0.184,
[1758209023464418739],,,,,,,0.0
[1758209023471003739],,,,2.646,9.527,-0.189,
[1758209023471003739],,,,,,,0.0
[1758209023476533114],,,,2.727,9.723,-0.057,
[1758209023476533114],,,,,,,0.0
[1758209023481588791],,,,2.49,9.649,-0.144,
[1758209023481588791],,,,,,,0.0
[1758209023486638114],,,,2.576,9.541,-0.247,
[1758209023486638114],,,,,,,0.0
[1758209023491717541],,,,2.672,9.649,-0.275,
[1758209023491717541],,,,,,,0.0
[1758209023496787801],,,,2.478,9.641,-0.215,
[1758209023496787801],,,,,,,0.0
[1758209023501892645],,,,2.729,9.778,-0.208,
[1758209023501892645],,,,,,,0.0
[1758209023506942228],,,,2.667,9.73,-0.261,
[1758209023506942228],,,,,,,0.0
[1758209023512115457],,,,2.533,9.713,-0.11,
[1758209023512115457],,,,,,,0.0
[1758209023517291551],,,,2.519,9.653,-0.299,
[1758209023517291551],,,,,,,0.0
[1758209023522339885],,,,2.72,9.546,-0.117,
[1758209023522339885],,,,,,,0.0
[1758209023527391551],,,,2.713,9.608,-0.196,
[1758209023527391551],,,,,,,0.0
[1758209023532523947],,,,2.533,9.577,-0.225,
[1758209023532523947],,,,,,,0.0
[1758209023537616760],,,,2.567,9.625,-0.457,
[1758209023537616760],,,,,,,0.0
[1758209023542667749],,,,2.646,9.529,-0.326,
[1758209023542667749],,,,,,,0.0
[1758209023547734624],,,,2.543,9.586,-0.235,
[1758209023547734624],,,,,,,0.0
[1758209023552945978],,,,2.672,9.625,-0.271,
[1758209023552945978],,,,,,,0.0
[1758209023558116968],,,,2.591,9.663,-0.139,
