[1758210584529779954],0.0
[1758210584534476360],0.0
[1758210584538445891],0.0
[1758210584542587297],0.0
[1758210584546868860],0.0
[1758210584551224902],0.0
[1758210584555524068],0.0
[1758210584559829277],0.0
[1758210584564058860],0.0
[1758210584568192870],0.0
[1758210584571945266],0.0
[1758210584575631568],0.0
[1758210584579355422],0.0
[1758210584583045735],0.0
[1758210584586733495],0.0
[1758210584590444016],0.0
[1758210584594090422],0.0
[1758210584597726933],0.0
[1758210584601353183],0.0
[1758210584604986568],0.0
[1758210584608947193],0.0
[1758210584612639693],0.0
[1758210584616302245],0.0
[1758210584620054589],0.0
[1758210584623734433],0.0
[1758210584627423287],0.0
[1758210584631059120],0.0
[1758210584634738808],0.0
[1758210584638489745],0.0
[1758210584642176464],0.0
[1758210584645852506],0.0
[1758210584649496412],0.0
[1758210584653353964],0.0
[1758210584657176360],0.0
[1758210584660887402],0.0
[1758210584664535579],0.0
[1758210584668236360],0.0
[1758210584671933652],0.0
[1758210584675585735],0.0
[1758210584679258287],0.0
[1758210584682928027],0.0
[1758210584686595318],0.0
[1758210584690293704],0.0
[1758210584693940995],0.0
[1758210584698147506],0.0
[1758210584701910891],0.0
[1758210584705559745],0.0
[1758210584709239016],0.0
[1758210584712950891],0.0
[1758210584716618391],0.0
[1758210584720270735],0.0
[1758210584723922714],0.0
[1758210584727567922],0.0
[1758210584731295318],0.0
[1758210584737522506],0.0
[1758210584741341204],0.0
[1758210584745129120],0.0
[1758210584748869797],0.0
[1758210584752520474],0.0
[1758210584756161985],0.0
[1758210584760705527],0.0
[1758210584764527662],0.0
[1758210584768237349],0.0
[1758210584772014329],0.0
[1758210584775662349],0.0
[1758210584779335839],0.0
[1758210584783055735],0.0
[1758210584786705058],0.0
[1758210584790385683],0.0
[1758210584794026308],0.0
[1758210584797746620],0.0
[1758210584801535787],0.0
[1758210584805189797],0.0
[1758210584808884537],0.0
[1758210584812610318],0.0
[1758210584816274016],0.0
[1758210584819939745],0.0
[1758210584823704172],0.0
[1758210584827345214],0.0
[1758210584831037922],0.0
[1758210584834669954],0.0
[1758210584838333183],0.0
[1758210584841972245],0.0
[1758210584845666620],0.0
[1758210584849427506],0.0
[1758210584853130370],0.0
[1758210584856773443],0.0
[1758210584860449589],0.0
[1758210584864390266],0.0
[1758210584868181256],0.0
[1758210584872596047],0.0
[1758210584876480266],0.0
[1758210584880157818],0.0
[1758210584883787141],0.0
[1758210584887458651],0.0
[1758210584891144693],0.0
[1758210584894788391],0.0
[1758210584898581776],0.0
[1758210584902314172],0.0
[1758210584906003287],0.0
[1758210584909672141],0.0
[1758210584913299537],0.0
[1758210584917084954],0.0
[1758210584920860787],0.0
[1758210584924566933],0.0
[1758210584928296568],0.0
[1758210584932092974],0.0
[1758210584936013026],0.0
[1758210584939734485],0.0
[1758210584943392193],0.0
[1758210584947074537],0.0
[1758210584950851516],0.0
[1758210584954539433],0.0
[1758210584958233756],0.0
[1758210584961900110],0.0
[1758210584965585631],0.0
[1758210584969274901],0.0
[1758210584972956360],0.0
[1758210584977490891],0.0
[1758210584982547089],0.0
[1758210584987535474],0.0
[1758210584992277922],0.0
[1758210584996211829],0.0
[1758210585000241776],0.0
[1758210585004223651],0.0
[1758210585008510735],0.0
[1758210585013316985],0.0
[1758210585017325266],0.0
[1758210585021246881],0.0
[1758210585025247349],0.0
[1758210585028975474],0.0
[1758210585032650318],0.0
[1758210585036342089],0.0
[1758210585040014068],0.0
[1758210585043654537],0.0
[1758210585047312037],0.0
[1758210585051028651],0.0
[1758210585054694745],0.0
[1758210585058557974],0.0
[1758210585062260006],0.0
[1758210585065905474],0.0
[1758210585069572662],0.0
[1758210585073217870],0.0
[1758210585076861360],0.0
[1758210585080529433],0.0
[1758210585084171933],0.0
[1758210585087831308],0.0
[1758210585091756204],0.0
[1758210585095478183],0.0
[1758210585099292662],0.0
[1758210585102950735],0.0
[1758210585106614485],0.0
[1758210585110683703],0.0
[1758210585114321724],0.0
[1758210585117967453],0.0
[1758210585121653964],0.0
[1758210585125339172],0.0
[1758210585129022193],0.0
[1758210585132653235],0.0
[1758210585136295787],0.0
[1758210585139981672],0.0
[1758210585143635370],0.0
[1758210585147444589],0.0
[1758210585151121099],0.0
[1758210585154800631],0.0
[1758210585158593703],0.0
[1758210585162277453],0.0
[1758210585165922037],0.0
[1758210585169574849],0.0
[1758210585173217870],0.0
[1758210585176895891],0.0
[1758210585180615839],0.0
[1758210585184296203],0.0
[1758210585187945735],0.0
[1758210585191596464],0.0
[1758210585195590266],0.0
[1758210585199412870],0.0
[1758210585203087193],0.0
[1758210585206777558],0.0
[1758210585210536828],0.0
[1758210585214195006],0.0
[1758210585217842453],0.0
[1758210585221506099],0.0
[1758210585225207610],0.0
[1758210585228890214],0.0
[1758210585232541724],0.0
[1758210585236208651],0.0
[1758210585239983287],0.0
[1758210585243650474],0.0
[1758210585247319901],0.0
[1758210585251083860],0.0
[1758210585254777089],0.0
[1758210585258534797],0.0
[1758210585262267714],0.0
[1758210585266001047],0.0
[1758210585269680370],0.0
[1758210585273368183],0.0
[1758210585277067089],0.0
[1758210585280758026],0.0
[1758210585284406516],0.0
[1758210585288054901],0.0
[1758210585291710631],0.0
[1758210585295388860],0.0
[1758210585299089901],0.0
[1758210585303186516],0.0
[1758210585306986047],0.0
[1758210585311569849],0.0
[1758210585315359797],0.0
[1758210585319007349],0.0
[1758210585322668651],0.0
[1758210585326324901],0.0
[1758210585330003495],0.0
[1758210585333648078],0.0
[1758210585337292870],0.0
[1758210585340970214],0.0
[1758210585344601099],0.0
[1758210585348326985],0.0
[1758210585353599849],0.0
[1758210585357426672],0.0
[1758210585362077870],0.0
[1758210585365874068],0.0
[1758210585369600005],0.0
