timestamp,x1,y1,z1,x2,y2,z2
[1758217984716756847],1.937,0.321,11.104,,,
[1758217984724379764],1.856,0.196,11.339,,,
[1758217984732190337],1.992,0.318,11.272,,,
[1758217984739849295],1.97,0.328,11.327,,,
[1758217984747538827],1.949,0.314,11.36,,,
[1758217984754323358],2.14,0.328,11.253,,,
[1758217984761135910],1.927,0.213,11.286,,,
[1758217984767608670],1.939,0.323,11.234,,,
[1758217984774337472],1.994,0.261,11.145,,,
[1758217984780918514],1.877,0.182,11.253,,,
[1758217984787408566],1.98,0.321,11.068,,,
[1758217984793757941],1.944,0.29,11.317,,,
[1758217984800466118],2.009,0.34,11.128,,,
[1758217984806955337],1.915,0.158,11.042,,,
[1758217984813437577],1.949,0.261,10.932,,,
[1758217984819889243],1.992,0.215,11.167,,,
[1758217984826466691],2.109,0.247,11.214,,,
[1758217984833288097],1.899,0.192,11.214,,,
[1758217984839823358],1.946,0.278,11.088,,,
[1758217984846382316],1.93,0.211,11.095,,,
[1758217984852615858],1.954,0.247,11.195,,,
[1758217984858402004],1.93,0.201,11.224,,,
[1758217984864210129],1.903,0.247,11.119,,,
[1758217984870006899],1.949,0.213,11.147,,,
[1758217984875788722],1.901,0.208,11.088,,,
[1758217984881544660],1.963,0.278,11.305,,,
[1758217984887288931],1.899,0.29,11.246,,,
[1758217984893107577],1.911,0.22,11.274,,,
[1758217984898893410],1.87,0.266,11.042,,,
[1758217984904457108],1.879,0.395,11.183,,,
[1758217984910274452],1.867,0.218,11.32,,,
[1758217984916100754],1.899,0.223,11.059,,,
[1758217984921690181],1.86,0.33,11.183,,,
[1758217984926871587],1.906,0.299,11.109,,,
[1758217984932630337],1.932,0.297,11.174,,,
[1758217984938206222],2.069,0.455,11.085,,,
[1758217984943639347],1.901,0.271,11.064,,,
[1758217984949443670],1.987,0.194,11.04,,,
[1758217984955979660],1.865,0.299,11.212,,,
[1758217984962440129],1.81,0.266,11.428,,,
[1758217984968765389],1.935,0.251,11.109,,,
[1758217984975345389],1.75,0.35,11.068,,,
[1758217984982351014],1.743,0.314,11.214,,,
[1758217984988822993],1.834,0.204,11.001,,,
[1758217984995275858],1.753,0.268,11.025,,,
[1758217985001799764],1.683,0.354,11.188,,,
[1758217985008233566],1.731,0.306,11.181,,,
[1758217985014684868],1.69,0.206,11.329,,,
[1758217985021047733],1.731,0.304,11.238,,,
[1758217985027683827],1.726,0.268,11.255,,,
[1758217985034148879],1.918,0.192,11.334,,,
[1758217985040631587],1.693,0.29,11.279,,,
[1758217985047080701],1.702,0.199,11.207,,,
[1758217985053295649],1.738,0.223,11.341,,,
[1758217985059055337],1.827,0.225,11.097,,,
[1758217985064763983],1.7,0.163,11.09,,,
[1758217985070550806],1.681,0.242,11.164,,,
[1758217985076271379],1.697,0.194,11.133,,,
[1758217985081993826],1.805,0.251,11.147,,,
[1758217985087723826],1.659,0.239,11.131,,,
[1758217985093375337],1.908,0.316,11.174,,,
[1758217985099105441],1.669,0.275,11.253,,,
[1758217985104835649],1.669,0.196,11.236,,,
[1758217985110724139],1.63,0.189,11.135,,,
[1758217985116422889],1.662,0.232,11.301,,,
[1758217985122058670],1.774,0.292,11.334,,,
[1758217985127933618],1.686,0.287,11.27,,,
[1758217985133577160],1.614,0.285,11.267,,,
[1758217985139322420],1.647,0.268,11.035,,,
[1758217985144975337],1.614,0.292,11.274,,,
[1758217985150952160],1.592,0.256,11.222,,,
[1758217985157318618],1.654,0.261,11.088,,,
[1758217985164046535],1.607,0.28,11.289,,,
[1758217985170555701],1.621,0.292,11.286,,,
[1758217985177012160],1.578,0.23,11.26,,,
[1758217985183501118],1.542,0.314,11.222,,,
[1758217985189888879],1.561,0.175,11.116,,,
[1758217985196585181],1.652,0.261,11.2,,,
[1758217985203083306],1.607,0.23,11.305,,,
[1758217985209533722],1.647,0.218,11.298,,,
[1758217985215985493],1.578,0.302,11.066,,,
[1758217985222468566],1.58,0.268,11.157,,,
