timestamp,x1,y1,z1,x2,y2,z2
0.20006,,,,-0.407,0.97,9.661
0.20006,,,,-0.371,0.934,9.802
0.20006,,,,-0.163,1.202,9.644
0.20006,,,,-0.57,0.939,9.742
0.20006,,,,-0.395,1.164,9.627
0.20006,,,,-0.433,1.085,9.754
0.20006,,,,-0.402,0.929,9.716
0.20006,,,,-0.34,1.058,9.701
0.20006,,,,-0.321,1.01,9.809
0.20006,,,,-0.364,1.027,9.574
0.20006,,,,-0.352,1.061,9.706
0.20006,,,,-0.323,1.044,9.857
0.20006,,,,-0.354,1.03,9.641
0.20006,,,,-0.35,1.02,9.697
0.20006,,,,-0.359,1.053,9.883
0.20006,,,,-0.412,0.998,9.838
0.20006,,,,-0.345,0.972,9.819
0.20006,,,,-0.323,1.082,9.898
0.20006,,,,-0.33,1.049,9.993
0.20006,,,,-0.395,0.919,9.871
0.40008,,,,-0.455,0.986,9.694
0.40008,,,,-0.378,0.986,9.637
0.40008,,,,-0.323,1.008,9.625
0.40008,,,,-0.326,1.061,9.536
0.40008,,,,-0.369,1.02,9.809
0.40008,,,,-0.326,0.986,9.663
0.40008,,,,-0.35,1.034,9.869
0.40008,,,,-0.4,1.044,9.656
0.40008,,,,-0.402,1.089,9.785
0.40008,,,,-0.407,1.065,9.682
0.40008,,,,-0.347,1.204,9.792
0.40008,,,,-0.371,1.034,9.718
0.40008,,,,-0.388,1.041,9.917
0.40008,,,,-0.357,1.077,9.735
0.40008,,,,-0.433,1.006,9.768
0.40008,,,,-0.5,1.039,9.886
0.40008,,,,-0.445,1.022,9.953
0.40008,,,,-0.412,1.063,9.747
0.40008,,,,-0.357,0.972,9.991
0.40008,,,,-0.278,1.125,9.62
0.60019,,,,-0.385,1.068,9.687
0.60019,,,,-0.297,1.171,9.881
0.60019,,,,-0.297,1.14,9.764
0.60019,,,,-0.328,1.142,9.565
0.60019,,,,-0.218,1.173,9.929
0.60019,,,,-0.273,1.113,9.912
0.60019,,,,0.117,0.814,10.348
0.60019,,,,1.827,0.948,10.532
0.60019,,,,3.687,1.623,11.018
0.60019,,,,-0.862,1.566,9.845
0.60019,,,,-0.687,1.166,9.294
0.60019,,,,0.721,1.082,9.692
0.60019,,,,-1.348,0.931,9.424
0.60019,,,,-0.002,1.214,9.91
0.60019,,,,-0.409,1.159,9.414
0.60019,,,,-0.323,1.154,9.697
0.60019,,,,-0.575,1.082,9.618
0.60019,,,,-0.189,0.962,9.713
0.60019,,,,0.534,1.034,9.704
0.60019,,,,0.079,0.836,10.144
0.60019,,,,-1.398,0.812,9.629
0.80307,,,,1.013,0.924,9.816
0.80307,,,,0.596,0.876,9.833
0.80307,,,,-0.098,0.797,9.979
0.80307,,,,0.091,1.12,9.981
0.80307,,,,0.838,0.919,10.424
0.80307,,,,-0.192,0.819,10.084
0.80307,,,,-0.587,0.742,10.254
0.80307,,,,-0.397,0.541,10.19
0.80307,,,,0.472,0.881,10.262
0.80307,,,,-0.737,0.694,10.166
0.80307,,,,-0.314,0.879,10.532
0.80307,,,,-0.728,0.848,10.484
0.80307,,,,-0.28,0.836,10.458
0.80307,,,,-0.761,0.69,10.549
0.80307,,,,-0.101,0.967,10.465
0.80307,,,,-0.024,0.766,10.587
0.80307,,,,-0.213,0.809,10.484
0.80307,,,,-0.081,0.778,10.412
0.80307,,,,-0.156,0.821,10.013
0.80307,,,,-0.129,0.852,10.046
0.80307,,,,-0.036,0.821,9.981
0.80307,,,,-0.048,0.812,9.67
1.0042,,,,-0.16,0.816,9.349
1.0042,,,,-0.199,0.792,9.486
1.0042,,,,-0.127,0.785,9.5
1.0042,,,,-0.448,0.821,9.601
1.0042,,,,-0.431,0.807,9.814
1.0042,,,,-0.613,0.781,9.744
1.0042,,,,-0.651,0.85,9.874
1.0042,,,,-0.728,0.86,9.838
1.0042,,,,-0.953,0.85,9.835
1.0042,,,,-1.039,0.85,9.73
1.0042,,,,-1.068,0.797,9.737
1.0042,,,,-1.109,0.733,9.577
1.0042,,,,-1.144,0.733,9.412
1.0042,,,,-1.171,0.634,9.371
1.0042,,,,-1.365,0.685,9.495
1.0042,,,,-1.171,0.682,9.251
1.0042,,,,-1.087,0.682,9.29
1.0042,,,,-0.989,0.651,9.254
1.0042,,,,-1.039,0.646,9.213
1.0042,,,,-0.871,0.699,9.203
1.0042,,,,-0.915,0.658,9.187
1.20737,,,,-1.053,0.565,9.261
1.20737,,,,-0.948,0.785,8.617
1.20737,,,,-1.077,0.558,9.117
1.20737,,,,-0.931,0.603,9.009
1.20737,,,,-1.006,0.441,8.904
1.20737,,,,-1.089,0.481,9.074
1.20737,,,,-1.049,0.476,9.002
1.20737,,,,-1.051,0.335,8.801
1.20737,,,,-1.022,0.39,8.851
1.20737,,,,-0.991,0.366,8.89
1.20737,,,,-1.065,0.323,8.813
