[1758210031833784187],0.0
[1758210031840284344],0.0
[1758210031846945437],0.0
[1758210031853369448],0.0
[1758210031859890437],0.0
[1758210031865716844],0.0
[1758210031872477052],0.0
[1758210031879182364],0.0
[1758210031885665646],0.0
[1758210031892072417],0.0
[1758210031898366739],0.0
[1758210031904791479],0.0
[1758210031911245489],0.0
[1758210031917510542],0.0
[1758210031924316323],0.0
[1758210031930804344],0.0
[1758210031937191167],0.0
[1758210031943652208],0.0
[1758210031950100333],0.0
[1758210031956467104],0.0
[1758210031962789448],0.0
[1758210031969381479],0.0
[1758210031975784969],0.0
[1758210031982207521],0.0
[1758210031988622312],0.0
[1758210031995000542],0.0
[1758210032001455073],0.0
[1758210032007846062],0.0
[1758210032014261948],0.0
[1758210032020736114],0.0
[1758210032027162156],0.0
[1758210032033566583],0.0
[1758210032039973771],0.0
[1758210032046416739],0.0
[1758210032052838198],0.0
[1758210032059269344],0.0
[1758210032065714708],0.0
[1758210032072132052],0.0
[1758210032078572260],0.0
[1758210032084839031],0.0
[1758210032091343823],0.0
[1758210032097630906],0.0
[1758210032104387052],0.0
[1758210032110880437],0.0
[1758210032117298719],0.0
[1758210032123745125],0.0
[1758210032130088354],0.0
[1758210032136556948],0.0
[1758210032142789812],0.0
[1758210032149320854],0.0
[1758210032156121219],0.0
[1758210032161938666],0.0
[1758210032168181635],0.0
[1758210032174728562],0.0
[1758210032181457260],0.0
[1758210032187907937],0.0
[1758210032194323406],0.0
[1758210032200677364],0.0
[1758210032207059552],0.0
[1758210032213316844],0.0
[1758210032219702989],0.0
[1758210032226398875],0.0
[1758210032232787416],0.0
[1758210032239257885],0.0
[1758210032245712989],0.0
[1758210032252161166],0.0
[1758210032258468718],0.0
[1758210032264902573],0.0
[1758210032271412000],0.0
[1758210032277705385],0.0
[1758210032284297468],0.0
[1758210032290957312],0.0
[1758210032297212104],0.0
[1758210032303735593],0.0
[1758210032310398614],0.0
[1758210032316833198],0.0
[1758210032323243823],0.0
[1758210032329723510],0.0
[1758210032336175229],0.0
[1758210032342630021],0.0
[1758210032349139083],0.0
[1758210032355467312],0.0
[1758210032362257364],0.0
[1758210032368680906],0.0
[1758210032375104916],0.0
[1758210032381359396],0.0
[1758210032387792000],0.0
[1758210032394112781],0.0
[1758210032400937364],0.0
[1758210032407340177],0.0
[1758210032413776114],0.0
[1758210032419933875],0.0
[1758210032426160333],0.0
[1758210032432739239],0.0
[1758210032439314604],0.0
[1758210032445875750],0.0
[1758210032452572781],0.0
[1758210032459119916],0.0
