[1758209676066623021],,,,2.753,9.706,-0.235,
[1758209676066623021],,,,2.753,9.706,-0.235,0.0
[1758209676074760834],,,,2.732,9.639,-0.182,0.0
[1758209676074760834],,,,2.732,9.639,-0.182,0.0
[1758209676082421667],,,,2.749,9.55,-0.29,0.0
[1758209676082421667],,,,2.749,9.55,-0.29,0.0
[1758209676090048281],,,,2.705,9.57,-0.304,0.0
[1758209676090048281],,,,2.705,9.57,-0.304,0.0
[1758209676097592552],,,,2.722,9.792,-0.347,0.0
[1758209676097592552],,,,2.722,9.792,-0.347,0.0
[1758209676105062344],,,,2.768,9.618,-0.151,0.0
[1758209676105062344],,,,2.768,9.618,-0.151,0.0
[1758209676112531563],,,,2.739,9.634,-0.242,0.0
[1758209676112531563],,,,2.739,9.634,-0.242,0.0
[1758209676119199011],,,,2.739,9.639,-0.261,0.0
[1758209676119199011],,,,2.739,9.639,-0.261,0.0
[1758209676125833386],,,,2.708,9.685,-0.29,0.0
[1758209676125833386],,,,2.708,9.685,-0.29,0.0
[1758209676132084115],,,,2.66,9.541,-0.165,0.0
[1758209676132084115],,,,2.66,9.541,-0.165,0.0
[1758209676138548125],,,,2.698,9.582,-0.249,0.0
[1758209676138548125],,,,2.698,9.582,-0.249,0.0
[1758209676145090521],,,,2.792,9.601,-0.225,0.0
[1758209676145090521],,,,2.792,9.601,-0.225,0.0
[1758209676151856615],,,,2.734,9.641,-0.254,0.0
[1758209676151856615],,,,2.734,9.641,-0.254,0.0
[1758209676158331354],,,,2.806,9.548,-0.419,0.0
[1758209676158331354],,,,2.806,9.548,-0.419,0.0
[1758209676164840000],,,,2.71,9.591,-0.153,0.0
[1758209676164840000],,,,2.71,9.591,-0.153,0.0
[1758209676171276719],,,,2.897,9.56,-0.227,0.0
[1758209676171276719],,,,2.897,9.56,-0.227,0.0
[1758209676177804948],,,,2.734,9.55,-0.16,0.0
[1758209676177804948],,,,2.734,9.55,-0.16,0.0
[1758209676184309219],,,,2.696,9.541,-0.268,0.0
[1758209676184309219],,,,2.696,9.541,-0.268,0.0
[1758209676190706094],,,,2.629,9.625,-0.184,0.0
[1758209676190706094],,,,2.629,9.625,-0.184,0.0
[1758209676197005938],,,,2.77,9.601,-0.158,0.0
[1758209676197005938],,,,2.77,9.601,-0.158,0.0
[1758209676203333333],,,,2.746,9.682,-0.084,0.0
[1758209676203333333],,,,2.746,9.682,-0.084,0.0
[1758209676209900313],,,,2.749,9.584,-0.141,0.0
[1758209676209900313],,,,2.749,9.584,-0.141,0.0
[1758209676216304375],,,,2.746,9.708,-0.091,0.0
[1758209676216304375],,,,2.746,9.708,-0.091,0.0
[1758209676222808750],,,,2.737,9.505,-0.204,0.0
[1758209676222808750],,,,2.737,9.505,-0.204,0.0
[1758209676229506354],,,,2.72,9.503,-0.266,0.0
[1758209676229506354],,,,2.72,9.503,-0.266,0.0
[1758209676235936146],,,,2.741,9.555,-0.235,0.0
[1758209676235936146],,,,2.741,9.555,-0.235,0.0
[1758209676242505156],,,,2.761,9.625,-0.012,0.0
[1758209676242505156],,,,2.761,9.625,-0.012,0.0
[1758209676249102761],,,,2.703,9.613,-0.196,0.0
[1758209676249102761],,,,2.703,9.613,-0.196,0.0
[1758209676255603802],,,,2.739,9.546,-0.283,0.0
[1758209676255603802],,,,2.739,9.546,-0.283,0.0
[1758209676262084271],,,,2.741,9.639,-0.079,0.0
[1758209676262084271],,,,2.741,9.639,-0.079,0.0
[1758209676268511927],,,,2.691,9.536,-0.395,0.0
[1758209676268511927],,,,2.691,9.536,-0.395,0.0
[1758209676275228386],,,,2.744,9.641,-0.244,0.0
[1758209676275228386],,,,2.744,9.641,-0.244,0.0
[1758209676281786719],,,,2.897,9.589,-0.132,0.0
[1758209676281786719],,,,2.897,9.589,-0.132,0.0
[1758209676288268333],,,,2.811,9.637,-0.39,0.0
[1758209676288268333],,,,2.811,9.637,-0.39,0.0
[1758209676294738698],,,,2.722,9.584,-0.098,0.0
[1758209676294738698],,,,2.722,9.584,-0.098,0.0
[1758209676301199896],,,,2.746,9.661,-0.297,0.0
[1758209676301199896],,,,2.746,9.661,-0.297,0.0
[1758209676307646042],,,,2.722,9.531,-0.347,0.0
[1758209676307646042],,,,2.722,9.531,-0.347,0.0
[1758209676314107813],,,,2.78,9.663,-0.22,0.0
[1758209676314107813],,,,2.78,9.663,-0.22,0.0
[1758209676320446406],,,,2.751,9.507,-0.165,0.0
[1758209676320446406],,,,2.751,9.507,-0.165,0.0
[1758209676327015000],,,,2.89,9.658,-0.294,0.0
[1758209676327015000],,,,2.89,9.658,-0.294,0.0
[1758209676333523750],,,,2.746,9.625,-0.287,0.0
[1758209676333523750],,,,2.746,9.625,-0.287,0.0
[1758209676340300781],,,,2.703,9.546,-0.218,0.0
[1758209676340300781],,,,2.703,9.546,-0.218,0.0
[1758209676346716302],,,,2.749,9.639,-0.405,0.0
[1758209676346716302],,,,2.749,9.639,-0.405,0.0
[1758209676353520833],,,,2.72,9.627,-0.247,0.0
[1758209676353520833],,,,2.72,9.627,-0.247,0.0
[1758209676359835573],,,,2.849,9.558,-0.302,0.0
[1758209676359835573],,,,2.849,9.558,-0.302,0.0
[1758209676366510729],,,,2.727,9.641,-0.182,0.0
[1758209676366510729],,,,2.727,9.641,-0.182,0.0
[1758209676372974948],,,,2.737,9.622,-0.005,0.0
[1758209676372974948],,,,2.737,9.622,-0.005,0.0
[1758209676379667292],,,,2.624,9.625,-0.266,0.0
[1758209676379667292],,,,2.624,9.625,-0.266,0.0
[1758209676386470365],,,,2.71,9.656,-0.026,0.0
[1758209676386470365],,,,2.71,9.656,-0.026,0.0
[1758209676392962760],,,,2.708,9.632,-0.122,0.0
[1758209676392962760],,,,2.708,9.632,-0.122,0.0
[1758209676399494583],,,,2.727,9.519,-0.302,0.0
[1758209676399494583],,,,2.727,9.519,-0.302,0.0
[1758209676405968438],,,,2.871,9.56,-0.086,0.0
[1758209676405968438],,,,2.871,9.56,-0.086,0.0
[1758209676412483177],,,,2.722,9.577,-0.328,0.0
[1758209676412483177],,,,2.722,9.577,-0.328,0.0
[1758209676418890208],,,,2.725,9.641,-0.22,0.0
[1758209676418890208],,,,2.725,9.641,-0.22,0.0
[1758209676425352760],,,,2.689,9.653,-0.038,0.0
[1758209676425352760],,,,2.689,9.653,-0.038,0.0
[1758209676431812917],,,,2.734,9.574,-0.18,0.0
[1758209676431812917],,,,2.734,9.574,-0.18,0.0
[1758209676438056719],,,,2.71,9.596,-0.067,0.0
[1758209676438056719],,,,2.71,9.596,-0.067,0.0
[1758209676444374427],,,,2.708,9.572,-0.261,0.0
[1758209676444374427],,,,2.708,9.572,-0.261,0.0
[1758209676451153906],,,,2.605,9.61,-0.369,0.0
[1758209676451153906],,,,2.605,9.61,-0.369,0.0
[1758209676457606250],,,,2.746,9.596,-0.275,0.0
[1758209676457606250],,,,2.746,9.596,-0.275,0.0
[1758209676464050208],,,,2.897,9.524,-0.105,0.0
[1758209676464050208],,,,2.897,9.524,-0.105,0.0
[1758209676469975885],,,,2.701,9.574,-0.251,0.0
[1758209676469975885],,,,2.701,9.574,-0.251,0.0
[1758209676476666042],,,,2.734,9.651,-0.388,0.0
[1758209676476666042],,,,2.734,9.651,-0.388,0.0
[1758209676483153594],,,,2.88,9.594,-0.069,0.0
[1758209676483153594],,,,2.88,9.594,-0.069,0.0
[1758209676489540990],,,,2.713,9.538,-0.101,0.0
[1758209676489540990],,,,2.713,9.538,-0.101,0.0
[1758209676495951875],,,,2.713,9.586,-0.352,0.0
[1758209676495951875],,,,2.713,9.586,-0.352,0.0
[1758209676502647031],,,,2.751,9.558,-0.261,0.0
[1758209676502647031],,,,2.751,9.558,-0.261,0.0
[1758209676509124740],,,,2.871,9.639,-0.232,0.0
[1758209676509124740],,,,2.871,9.639,-0.232,0.0
[1758209676515330313],,,,2.801,9.61,-0.223,0.0
[1758209676515330313],,,,2.801,9.61,-0.223,0.0
[1758209676521075885],,,,2.794,9.677,-0.256,0.0
[1758209676521075885],,,,2.794,9.677,-0.256,0.0
[1758209676526769792],,,,2.789,9.78,-0.278,0.0
[1758209676526769792],,,,2.789,9.78,-0.278,0.0
[1758209676532579167],,,,2.619,9.579,-0.297,0.0
[1758209676532579167],,,,2.619,9.579,-0.297,0.0
[1758209676538150365],,,,2.768,9.579,-0.081,0.0
[1758209676538150365],,,,2.768,9.579,-0.081,0.0
[1758209676543927292],,,,2.672,9.572,-0.204,0.0
[1758209676543927292],,,,2.672,9.572,-0.204,0.0
[1758209676549662708],,,,2.799,9.589,-0.333,0.0
[1758209676549662708],,,,2.799,9.589,-0.333,0.0
[1758209676555419323],,,,2.895,9.589,-0.086,0.0
[1758209676555419323],,,,2.895,9.589,-0.086,0.0
[1758209676561158229],,,,2.725,9.641,-0.136,0.0
[1758209676561158229],,,,2.725,9.641,-0.136,0.0
[1758209676566885521],,,,2.777,9.629,-0.136,0.0
[1758209676566885521],,,,2.777,9.629,-0.136,0.0
[1758209676572640469],,,,2.701,9.625,-0.192,0.0
