timestamp,frequency_hz
[1758217984716756847],0.0
[1758217984724379764],0.0
[1758217984732190337],0.0
[1758217984739849295],0.0
[1758217984747538827],0.0
[1758217984754323358],0.0
[1758217984761135910],0.0
[1758217984767608670],0.0
[1758217984774337472],0.0
[1758217984780918514],0.0
[1758217984787408566],0.0
[1758217984793757941],0.0
[1758217984800466118],0.0
[1758217984806955337],0.0
[1758217984813437577],0.0
[1758217984819889243],0.0
[1758217984826466691],0.0
[1758217984833288097],0.0
[1758217984839823358],0.0
[1758217984846382316],0.0
[1758217984852615858],0.0
[1758217984858402004],0.0
[1758217984864210129],0.0
[1758217984870006899],0.0
[1758217984875788722],0.0
[1758217984881544660],0.0
[1758217984887288931],0.0
[1758217984893107577],0.0
[1758217984898893410],0.0
[1758217984904457108],0.0
[1758217984910274452],0.0
[1758217984916100754],0.0
[1758217984921690181],0.0
[1758217984926871587],0.0
[1758217984932630337],0.0
[1758217984938206222],0.0
[1758217984943639347],0.0
[1758217984949443670],0.0
[1758217984955979660],0.0
[1758217984962440129],0.0
[1758217984968765389],0.0
[1758217984975345389],0.0
[1758217984982351014],0.0
[1758217984988822993],0.0
[1758217984995275858],0.0
[1758217985001799764],0.0
[1758217985008233566],0.0
[1758217985014684868],0.0
[1758217985021047733],0.0
[1758217985027683827],0.0
[1758217985034148879],0.0
[1758217985040631587],0.0
[1758217985047080701],0.0
[1758217985053295649],0.0
[1758217985059055337],0.0
[1758217985064763983],0.0
[1758217985070550806],0.0
[1758217985076271379],0.0
[1758217985081993826],0.0
[1758217985087723826],0.0
[1758217985093375337],0.0
[1758217985099105441],0.0
[1758217985104835649],0.0
[1758217985110724139],0.0
[1758217985116422889],0.0
[1758217985122058670],0.0
[1758217985127933618],0.0
[1758217985133577160],0.0
[1758217985139322420],0.0
[1758217985144975337],0.0
[1758217985150952160],0.0
[1758217985157318618],0.0
[1758217985164046535],0.0
[1758217985170555701],0.0
[1758217985177012160],0.0
[1758217985183501118],0.0
[1758217985189888879],0.0
[1758217985196585181],0.0
[1758217985203083306],0.0
[1758217985209533722],0.0
[1758217985215985493],0.0
[1758217985222468566],0.0
[1758217985228834191],0.0
[1758217985235181118],0.0
[1758217985241861795],0.0
[1758217985248172212],0.0
[1758217985254673358],0.0
[1758217985260319868],0.0
[1758217985265399660],0.0
[1758217985271231899],0.0
[1758217985276926066],0.0
[1758217985282658097],0.0
[1758217985288354816],0.0
[1758217985294363410],0.0
[1758217985300112837],0.0
[1758217985305766118],0.0
[1758217985311523878],0.0
[1758217985317139451],0.0
[1758217985322703149],0.0
[1758217985328552576],0.0
[1758217985334226691],0.0
[1758217985339943618],0.0
[1758217985345682160],0.0
[1758217985351390545],0.0
[1758217985357088097],0.0
[1758217985363681483],0.0
[1758217985370207785],0.0
[1758217985376650389],0.0
[1758217985383306431],0.0
[1758217985389800337],0.0
[1758217985396335701],0.0
[1758217985402871691],0.0
[1758217985409237628],0.0
[1758217985415532472],0.0
[1758217985422352003],0.0
[1758217985428915962],0.0
[1758217985435382733],0.0
[1758217985441924399],0.0
[1758217985448422368],0.0
[1758217985454729191],0.0
[1758217985460589868],0.0
[1758217985466669555],0.0
[1758217985472139399],0.0
[1758217985478099816],0.0
[1758217985483801326],0.0
[1758217985489737316],0.0
[1758217985495201326],0.0
[1758217985501118670],0.0
[1758217985506791795],0.0
[1758217985512485024],0.0
[1758217985518162160],0.0
[1758217985523834243],0.0
[1758217985529651743],0.0
[1758217985534788826],0.0
[1758217985540643253],0.0
[1758217985546312628],0.0
[1758217985551990128],0.0
[1758217985558361326],0.0
[1758217985564746587],0.0
[1758217985571476066],0.0
[1758217985577845493],0.0
[1758217985584373878],0.0
[1758217985590917628],0.0
[1758217985597645649],0.0
[1758217985604055024],0.0
[1758217985610704608],0.0
[1758217985617025285],0.0
[1758217985623743462],0.0
[1758217985630360233],0.0
[1758217985636750493],0.0
[1758217985643489399],0.0
[1758217985649998722],0.0
[1758217985655942993],0.0
[1758217985661653930],0.0
[1758217985667445441],0.0
[1758217985673097472],0.0
[1758217985678851483],0.0
[1758217985684520128],0.0
[1758217985690448357],0.0
