timestamp,frequency_hz
[1758205665951590819],0.0
[1758205665956528736],0.0
[1758205665960938631],0.0
[1758205665965321548],0.0
[1758205665969692329],0.0
[1758205665974023006],0.0
[1758205665978442069],0.0
[1758205665982809986],0.0
[1758205665987140038],0.0
[1758205665991278475],0.0
[1758205665994997902],0.0
[1758205665998721288],0.0
[1758205666002462381],0.0
[1758205666006189829],0.0
[1758205666009918788],0.0
[1758205666013634256],0.0
[1758205666017364100],0.0
[1758205666021050715],0.0
[1758205666024723944],0.0
[1758205666028438527],0.0
[1758205666032243423],0.0
[1758205666036178163],0.0
[1758205666039914569],0.0
[1758205666043605298],0.0
[1758205666047314986],0.0
[1758205666051022694],0.0
[1758205666054714673],0.0
[1758205666059409829],0.0
[1758205666063297486],0.0
[1758205666067137121],0.0
[1758205666070841079],0.0
[1758205666074562069],0.0
[1758205666078286704],0.0
[1758205666082047277],0.0
[1758205666085825246],0.0
[1758205666089537694],0.0
[1758205666093252433],0.0
[1758205666096990715],0.0
[1758205666100672069],0.0
[1758205666104362746],0.0
[1758205666108132069],0.0
[1758205666111900819],0.0
[1758205666116723423],0.0
[1758205666120571808],0.0
[1758205666124262433],0.0
[1758205666127976340],0.0
[1758205666131655298],0.0
[1758205666135347538],0.0
[1758205666139109881],0.0
[1758205666142794829],0.0
[1758205666146511704],0.0
[1758205666150221913],0.0
[1758205666153951913],0.0
[1758205666157751288],0.0
[1758205666161469933],0.0
[1758205666165307538],0.0
[1758205666169092694],0.0
[1758205666172802225],0.0
[1758205666176518944],0.0
[1758205666180195246],0.0
[1758205666183927694],0.0
[1758205666187670923],0.0
[1758205666191361079],0.0
[1758205666195055506],0.0
[1758205666198775923],0.0
[1758205666202460350],0.0
[1758205666209047798],0.0
[1758205666212902642],0.0
[1758205666216618006],0.0
[1758205666220299465],0.0
[1758205666223975975],0.0
[1758205666227691027],0.0
[1758205666231375923],0.0
[1758205666235054100],0.0
[1758205666238747902],0.0
[1758205666242477381],0.0
[1758205666246230871],0.0
[1758205666250004048],0.0
[1758205666253729777],0.0
[1758205666257555194],0.0
[1758205666261226756],0.0
[1758205666264926548],0.0
[1758205666268694413],0.0
[1758205666272416808],0.0
[1758205666276144777],0.0
[1758205666279809985],0.0
[1758205666283477954],0.0
[1758205666287184725],0.0
[1758205666290843423],0.0
[1758205666294562433],0.0
[1758205666298322694],0.0
[1758205666302039517],0.0
[1758205666305849673],0.0
[1758205666309580715],0.0
[1758205666313556288],0.0
[1758205666317356756],0.0
[1758205666321039933],0.0
[1758205666324756444],0.0
[1758205666328505402],0.0
[1758205666332210715],0.0
[1758205666335974933],0.0
[1758205666339677642],0.0
[1758205666343390715],0.0
[1758205666347147590],0.0
[1758205666350833215],0.0
[1758205666354588527],0.0
[1758205666358412954],0.0
[1758205666362101444],0.0
[1758205666365863215],0.0
[1758205666369592798],0.0
[1758205666373293683],0.0
[1758205666376997590],0.0
[1758205666380714881],0.0
[1758205666384399569],0.0
[1758205666388096340],0.0
[1758205666391795558],0.0
[1758205666395535662],0.0
[1758205666399257173],0.0
[1758205666402966912],0.0
[1758205666407265454],0.0
[1758205666411270662],0.0
[1758205666415203579],0.0
[1758205666419443787],0.0
[1758205666423391183],0.0
[1758205666427367329],0.0
[1758205666431317537],0.0
[1758205666435237590],0.0
[1758205666439194100],0.0
[1758205666443123944],0.0
[1758205666447113735],0.0
[1758205666451068787],0.0
[1758205666454784465],0.0
[1758205666458578840],0.0
[1758205666462258475],0.0
[1758205666466058735],0.0
[1758205666469805558],0.0
[1758205666473522017],0.0
[1758205666477239360],0.0
[1758205666480918892],0.0
[1758205666484593162],0.0
[1758205666488321131],0.0
[1758205666492069673],0.0
[1758205666495836860],0.0
[1758205666499575402],0.0
[1758205666503273527],0.0
[1758205666507216600],0.0
[1758205666510973787],0.0
[1758205666514679465],0.0
[1758205666518400819],0.0
[1758205666522117954],0.0
[1758205666526852798],0.0
[1758205666530667069],0.0
[1758205666534337485],0.0
[1758205666537998475],0.0
[1758205666541662069],0.0
[1758205666545330037],0.0
[1758205666549027798],0.0
[1758205666552717537],0.0
[1758205666557325037],0.0
[1758205666561089985],0.0
[1758205666564773527],0.0
[1758205666568513475],0.0
[1758205666572204412],0.0
[1758205666576097537],0.0
[1758205666579924517],0.0
[1758205666583612225],0.0
[1758205666587327225],0.0
[1758205666591028996],0.0
[1758205666594723631],0.0
[1758205666598457381],0.0
[1758205666602251235],0.0
[1758205666606214829],0.0
[1758205666609916496],0.0
[1758205666613589725],0.0
[1758205666617291548],0.0
[1758205666620975298],0.0
[1758205666624683110],0.0
[1758205666628707173],0.0
[1758205666632439517],0.0
[1758205666636139621],0.0
[1758205666639803839],0.0
[1758205666643470402],0.0
[1758205666647249152],0.0
[1758205666651076756],0.0
[1758205666654781964],0.0
[1758205666660593996],0.0
[1758205666664419517],0.0
[1758205666668121079],0.0
[1758205666671776392],0.0
[1758205666675505819],0.0
[1758205666679211027],0.0
[1758205666682898579],0.0
[1758205666686584725],0.0
[1758205666690262069],0.0
[1758205666693941912],0.0
[1758205666697650506],0.0
[1758205666701335506],0.0
[1758205666705118787],0.0
[1758205666708955246],0.0
[1758205666712649360],0.0
[1758205666716366339],0.0
[1758205666720024569],0.0
[1758205666723713839],0.0
[1758205666727393527],0.0
[1758205666731115767],0.0
[1758205666735785767],0.0
[1758205666739706756],0.0
[1758205666743480975],0.0
[1758205666747170454],0.0
[1758205666750850923],0.0
[1758205666754565819],0.0
[1758205666758327381],0.0
[1758205666762006964],0.0
[1758205666765751496],0.0
[1758205666769470402],0.0
[1758205666773138735],0.0
[1758205666776865350],0.0
[1758205666780593735],0.0
[1758205666784391235],0.0
[1758205666788155350],0.0
[1758205666791857121],0.0
[1758205666795561027],0.0
[1758205666799246287],0.0
[1758205666802933527],0.0
[1758205666806899048],0.0
[1758205666810646183],0.0
[1758205666814336808],0.0
[1758205666818071808],0.0
[1758205666821747850],0.0
[1758205666825458735],0.0
[1758205666829168996],0.0
[1758205666832960298],0.0
[1758205666836667537],0.0
[1758205666841096235],0.0
[1758205666844921287],0.0
[1758205666849457954],0.0
[1758205666853540662],0.0
[1758205666857360662],0.0
[1758205666861036183],0.0
[1758205666864739569],0.0
[1758205666868458319],0.0
[1758205666873156339],0.0
[1758205666877928266],0.0
[1758205666881852381],0.0
[1758205666886155871],0.0
[1758205666890146756],0.0
[1758205666894116756],0.0
[1758205666898042329],0.0
[1758205666901941964],0.0
[1758205666906146131],0.0
[1758205666910051808],0.0
[1758205666913946287],0.0
[1758205666918661704],0.0
[1758205666922473996],0.0
[1758205666926195037],0.0
[1758205666929868214],0.0
[1758205666933543579],0.0
[1758205666937257798],0.0
[1758205666940933162],0.0
[1758205666944601652],0.0
[1758205666948286964],0.0
[1758205666951958006],0.0
[1758205666955721912],0.0
[1758205666959734204],0.0
[1758205666963566444],0.0
[1758205666967361391],0.0
[1758205666971033423],0.0
[1758205666974716027],0.0
