timestamp,x1,y1,z1,x2,y2,z2
[1758207005659633792],,,,0.002,0.256,9.969
[1758207005667936240],,,,0.01,0.29,9.768
[1758207005676232906],,,,-0.014,0.359,9.936
[1758207005684539365],,,,-0.151,-0.144,9.831
[1758207005693051031],,,,0.065,-0.409,9.673
[1758207005701026188],,,,0.089,-0.318,9.943
[1758207005708786448],,,,0.057,0.316,10.068
[1758207005716296917],,,,0.089,0.318,9.766
[1758207005723964469],,,,0.01,0.017,9.742
[1758207005731361708],,,,0.072,-0.373,9.929
[1758207005738761552],,,,-0.036,0.405,9.685
[1758207005746156656],,,,0.026,0.457,9.934
[1758207005753563635],,,,-0.017,-0.218,9.895
[1758207005760345094],,,,0.022,-0.28,9.687
[1758207005766576135],,,,0.029,0.373,9.673
[1758207005772358427],,,,0.108,-0.311,9.84
[1758207005778096292],,,,0.043,0.225,9.787
[1758207005783872542],,,,0.098,0.285,9.586
[1758207005789726865],,,,0.029,-0.192,9.728
[1758207005795418427],,,,0.034,0.457,9.974
[1758207005800941865],,,,0.048,-0.34,9.74
[1758207005806682021],,,,0.136,0.433,9.673
[1758207005812488635],,,,0.06,-0.316,10.125
[1758207005818355823],,,,0.043,-0.057,9.855
[1758207005824055615],,,,0.144,0.139,9.893
[1758207005829867177],,,,0.089,-0.215,10.096
[1758207005835693792],,,,-0.091,0.407,9.898
[1758207005841440094],,,,0.304,-0.268,9.878
[1758207005847148219],,,,0.124,0.484,9.718
[1758207005852856708],,,,0.189,-0.11,9.898
[1758207005858619833],,,,0.065,0.005,9.924
[1758207005865102333],,,,0.017,0.239,9.515
[1758207005871685771],,,,0.211,-0.4,9.802
[1758207005878208583],,,,0.019,0.354,9.718
[1758207005884857229],,,,0.139,0.352,9.912
[1758207005891346135],,,,0.067,-0.424,9.934
[1758207005897755146],,,,-0.086,0.412,9.888
[1758207005904547698],,,,0.108,0.227,9.953
[1758207005911093219],,,,0.012,-0.405,9.78
[1758207005917556187],,,,-0.053,0.33,9.838
[1758207005924195458],,,,-0.024,0.146,9.668
[1758207005930834000],,,,0.002,-0.378,9.795
[1758207005937155719],,,,-0.031,0.491,9.946
[1758207005943913219],,,,-0.012,-0.086,9.641
[1758207005950415510],,,,0.005,-0.357,9.728
[1758207005956860094],,,,-0.06,0.421,9.73
[1758207005962861083],,,,-0.06,-0.151,9.713
[1758207005969025562],,,,0.022,-0.084,9.924
[1758207005974843844],,,,-0.048,0.347,9.807
[1758207005980609312],,,,0.0,-0.364,9.603
[1758207005986325250],,,,0.005,0.383,10.257
[1758207005992051083],,,,-0.007,-0.304,9.998
[1758207005997773114],,,,-0.077,0.335,9.79
[1758207006003255458],,,,0.048,-0.029,9.948
[1758207006009260614],,,,-0.079,-0.105,10.08
[1758207006014978792],,,,-0.014,0.342,9.711
[1758207006020813323],,,,0.151,-0.402,9.72
[1758207006026476031],,,,0.141,0.369,9.821
[1758207006032168271],,,,0.079,-0.364,9.84
[1758207006037216448],,,,0.01,0.376,9.828
[1758207006042738271],,,,-0.108,-0.388,9.732
[1758207006048302854],,,,0.086,0.067,9.835
[1758207006053763062],,,,0.086,-0.134,9.728
[1758207006059629052],,,,0.0,-0.218,10.072
[1758207006066046760],,,,0.077,0.412,9.955
[1758207006072690094],,,,0.093,-0.373,9.893
[1758207006079259156],,,,0.062,0.113,9.946
[1758207006085697646],,,,-0.041,0.395,9.862
[1758207006092422021],,,,0.096,-0.223,9.931
[1758207006098774989],,,,0.098,-0.038,9.675
[1758207006105596448],,,,0.129,0.364,9.922
[1758207006112058375],,,,0.045,-0.412,9.778
[1758207006118473739],,,,0.139,-0.01,9.804
[1758207006124874677],,,,0.062,0.314,9.783
[1758207006131389989],,,,0.024,-0.321,9.768
[1758207006137693792],,,,0.213,0.321,9.594
[1758207006144214417],,,,0.129,-0.105,9.697
[1758207006150865094],,,,0.077,-0.462,10.108
[1758207006157160823],,,,-0.055,0.357,9.881
[1758207006163285042],,,,0.273,0.043,9.62
[1758207006168820667],,,,0.053,0.005,9.864
[1758207006174323896],,,,0.127,0.318,9.646
[1758207006180065875],,,,0.079,-0.16,9.723
[1758207006185794885],,,,-0.036,0.611,9.653
[1758207006191498739],,,,0.06,-0.426,9.881
[1758207006197188687],,,,0.0,0.453,9.615
[1758207006202867802],,,,0.055,-0.249,9.946
[1758207006208335041],,,,0.132,0.33,9.969
[1758207006214063166],,,,0.091,0.005,9.613
[1758207006219634885],,,,0.108,-0.199,9.941
[1758207006225319156],,,,-0.144,0.448,9.749
[1758207006231040041],,,,0.127,-0.409,9.744
[1758207006236721500],,,,0.129,0.383,9.685
[1758207006242426291],,,,0.074,-0.457,9.855
[1758207006248103114],,,,0.002,0.244,9.668
[1758207006253800771],,,,0.036,0.182,9.706
[1758207006259661760],,,,0.072,-0.287,9.874
[1758207006265929312],,,,0.055,0.508,10.01
[1758207006272819989],,,,0.012,-0.443,9.692
[1758207006279118791],,,,0.12,-0.081,9.895
[1758207006285633166],,,,0.072,0.268,9.682
[1758207006292301552],,,,0.115,-0.364,9.881
[1758207006298759364],,,,0.136,0.163,10.051
[1758207006305276604],,,,0.017,0.45,9.809
[1758207006311728323],,,,0.048,-0.433,9.701
[1758207006318061812],,,,0.036,0.259,9.776
[1758207006324835041],,,,0.022,0.153,9.943
[1758207006331324573],,,,0.01,-0.369,9.922
[1758207006338110458],,,,0.057,0.153,9.819
[1758207006344569156],,,,0.041,0.005,9.596
[1758207006350901031],,,,0.01,-0.321,9.718
[1758207006357692385],,,,0.06,0.4,9.656
[1758207006363600823],,,,0.0,-0.089,9.697
[1758207006369513062],,,,0.084,-0.057,9.965
[1758207006375260823],,,,0.007,0.402,9.756
[1758207006381015771],,,,-0.017,-0.443,9.62
[1758207006386666656],,,,-0.12,0.397,9.704
