[1758210032856762156],,,,2.981,9.562,-0.136
[1758210032862326791],,,,3.175,9.618,-0.199
[1758210032867989395],,,,3.01,9.388,-0.192
[1758210032873679447],,,,2.921,9.567,-0.141
[1758210032879621895],,,,3.043,9.555,-0.352
[1758210032885274083],,,,3.165,9.625,-0.249
[1758210032890956531],,,,3.041,9.503,-0.283
[1758210032896724031],,,,3.031,9.529,-0.256
[1758210032902267729],,,,3.084,9.639,-0.194
[1758210032907981531],,,,2.981,9.524,-0.081
[1758210032913850333],,,,3.065,9.455,-0.172
[1758210032919254239],,,,3.031,9.371,-0.4
[1758210032924848718],,,,2.954,9.56,-0.084
[1758210032930559343],,,,2.998,9.558,-0.115
[1758210032935944968],,,,2.907,9.55,-0.412
[1758210032941642520],,,,3.002,9.507,-0.213
[1758210032947852208],,,,3.024,9.584,-0.223
[1758210032954208354],,,,3.048,9.498,-0.292
[1758210032960817468],,,,3.002,9.613,-0.206
[1758210032967166270],,,,2.931,9.574,-0.041
[1758210032973873041],,,,3.005,9.62,-0.136
[1758210032980333770],,,,3.017,9.541,-0.215
[1758210032987145489],,,,3.01,9.522,-0.34
[1758210032993459343],,,,2.964,9.503,-0.201
[1758210033000055541],,,,2.993,9.61,-0.213
[1758210033006307312],,,,2.964,9.541,-0.211
[1758210033012872520],,,,3.014,9.56,-0.263
[1758210033019335749],,,,2.974,9.555,-0.448
[1758210033025862781],,,,3.053,9.5,-0.136
[1758210033032411010],,,,3.007,9.567,-0.153
[1758210033038665333],,,,2.883,9.531,-0.192
[1758210033045412052],,,,3.036,9.541,-0.259
[1758210033051824708],,,,3.026,9.565,-0.206
[1758210033058265020],,,,2.818,9.515,-0.06
[1758210033064706791],,,,3.072,9.347,-0.067
[1758210033070518718],,,,2.945,9.567,-0.242
[1758210033077389708],,,,2.986,9.565,-0.294
[1758210033083825802],,,,2.974,9.402,-0.16
[1758210033090129552],,,,3.194,9.562,0.05
[1758210033096463041],,,,2.983,9.471,-0.007
[1758210033102784708],,,,2.969,9.529,-0.172
[1758210033109523770],,,,3.005,9.546,-0.208
[1758210033115966531],,,,3.021,9.641,-0.256
