timestamp,x1,y1,z1,x2,y2,z2
[1758212842713790497],9.364,-4.647,0.488,,,
[1758212842718907580],10.623,-4.65,-0.218,,,
[1758212842724082736],8.607,-4.231,-0.158,,,
[1758212842729487424],9.601,-4.391,-0.316,,,
[1758212842734620497],8.1,-3.73,-0.668,,,
[1758212842739751643],8.768,-3.642,-0.048,,,
[1758212842744925445],7.281,-3.505,0.335,,,
[1758212842750065236],7.966,-3.421,1.015,,,
[1758212842755345497],6.457,-3.043,1.889,,,
[1758212842760457372],7.717,-2.978,1.69,,,
[1758212842765584038],6.29,-3.112,2.55,,,
[1758212842770684611],7.506,-3.206,2.83,,,
[1758212842775763257],6.553,-3.359,3.196,,,
[1758212842780868934],8.346,-3.637,3.218,,,
[1758212842786023986],8.08,-4.223,3.615,,,
[1758212842791144611],8.837,-4.168,3.8,,,
[1758212842796366122],8.662,-4.508,4.257,,,
[1758212842803010236],8.983,-4.41,4.532,,,
[1758212842808283465],10.127,-4.858,4.678,,,
[1758212842813374455],9.431,-4.863,4.336,,,
[1758212842818506226],11.009,-5.363,4.666,,,
[1758212842823655705],10.297,-5.315,3.792,,,
[1758212842828778465],12.098,-5.792,3.144,,,
[1758212842833939143],10.573,-5.571,2.875,,,
[1758212842839404038],12.265,-5.909,2.121,,,
[1758212842844580913],11.281,-5.693,1.46,,,
[1758212842849828153],12.495,-5.873,1.865,,,
[1758212842855008674],10.86,-5.464,1.08,,,
[1758212842860116799],11.76,-5.133,0.141,,,
[1758212842865247684],10.132,-4.942,0.359,,,
[1758212842870354299],10.546,-4.475,0.634,,,
[1758212842875465445],9.505,-4.353,-0.218,,,
[1758212842880581122],10.048,-4.355,-0.354,,,
[1758212842885757215],8.66,-4.204,0.144,,,
[1758212842890966590],9.335,-3.776,-0.014,,,
[1758212842896108986],7.685,-3.766,0.11,,,
[1758212842901250445],8.272,-3.481,0.014,,,
[1758212842906480028],7.434,-3.421,0.874,,,
[1758212842913907736],6.342,-3.141,1.604,,,
[1758212842919193986],7.767,-3.206,1.765,,,
[1758212842924331955],6.007,-3.079,2.358,,,
[1758212842929437163],7.642,-3.096,2.854,,,
[1758212842934566747],6.673,-3.29,2.911,,,
[1758212842939728413],8.693,-4.104,3.16,,,
[1758212842945367007],7.901,-4.31,3.419,,,
[1758212842950531590],9.222,-4.386,4.164,,,
[1758212842955740393],8.763,-4.571,4.683,,,
[1758212842960874924],9.969,-4.317,4.463,,,
[1758212842966021278],8.911,-4.65,4.628,,,
[1758212842971144559],10.76,-5.03,4.341,,,
[1758212842976261382],10.357,-5.38,4.556,,,
[1758212842981395288],11.284,-5.308,3.701,,,
[1758212842986572267],11.303,-5.777,2.981,,,
[1758212842991787163],11.36,-5.547,2.531,,,
[1758212842996984924],11.851,-5.729,2.602,,,
[1758212843002192684],11.858,-5.578,1.753,,,
[1758212843007411434],11.751,-5.978,1.554,,,
[1758212843012653153],10.783,-5.432,0.807,,,
[1758212843018146278],11.602,-5.332,1.348,,,
[1758212843023615861],9.627,-4.733,0.986,,,
[1758212843029940132],10.453,-4.685,0.007,,,
[1758212843036267163],9.342,-4.468,-0.469,,,
[1758212843041573517],9.359,-3.912,-0.486,,,
[1758212843046761278],8.775,-3.847,-0.223,,,
[1758212843052244090],8.1,-3.63,-0.649,,,
[1758212843057447945],7.8,-3.536,-0.117,,,
[1758212843062634038],7.075,-3.057,0.974,,,
[1758212843067738361],7.743,-3.364,1.664,,,
[1758212843072917372],6.438,-3.05,1.731,,,
[1758212843078094559],7.482,-3.326,2.191,,,
[1758212843083325549],6.311,-3.158,2.655,,,
[1758212843088430757],7.635,-3.268,2.82,,,
[1758212843093551486],6.663,-3.922,3.223,,,
[1758212843098674090],8.669,-4.386,3.859,,,
[1758212843103854351],7.994,-4.089,3.675,,,
[1758212843108966955],9.594,-4.492,4.271,,,
[1758212843114146799],8.679,-4.599,4.551,,,
[1758212843119341382],10.06,-4.894,4.432,,,
[1758212843124628309],9.129,-4.815,4.204,,,
[1758212843130136799],11.241,-5.246,4.015,,,
[1758212843135390705],9.876,-5.267,3.986,,,
[1758212843140507372],11.674,-5.507,3.012,,,
[1758212843145639351],10.965,-5.93,2.715,,,
[1758212843150760288],12.507,-5.938,2.337,,,
[1758212843156025809],11.533,-5.677,2.545,,,
[1758212843162346955],11.581,-5.535,1.748,,,
[1758212843168790497],11.835,-5.588,0.998,,,
[1758212843174040809],10.384,-4.978,0.639,,,
[1758212843179180549],11.121,-5.016,0.532,,,
[1758212843184331382],9.064,-4.446,0.199,,,
