edge_timestamp
17.23656
18.34911
19.4076
19.6918
19.8874
20.05879
20.42091
22.22975
22.41191
22.57562
22.75257
22.92387
23.05874
23.21633
23.37895
23.50114
23.66841
23.81765
24.02525
24.14889
24.30635
24.4627
24.65021
24.80129
24.92104
24.92118
24.92131
24.96719
25.14058
25.34371
25.51265
25.66998
25.8264
26.00721
26.15506
26.15521
