timestamp,x1,y1,z1,x2,y2,z2
[1758214223181013147],9.251,-4.879,2.136,,,
[1758214223186136689],9.012,-4.539,1.745,,,
[1758214223191290022],9.457,-4.614,2.227,,,
[1758214223196553564],9.062,-4.506,2.236,,,
[1758214223201641428],9.414,-4.652,2.076,,,
[1758214223206754293],9.266,-4.432,2.203,,,
[1758214223211894658],9.773,-4.599,2.176,,,
[1758214223217067262],9.153,-4.331,2.162,,,
[1758214223222297939],9.998,-4.408,2.255,,,
[1758214223227945231],9.258,-4.173,1.97,,,
[1758214223233094137],10.046,-4.405,2.047,,,
[1758214223238193147],9.124,-4.147,2.116,,,
[1758214223243352314],10.341,-4.262,2.167,,,
[1758214223248502158],9.433,-3.958,2.157,,,
[1758214223253689085],10.412,-4.116,2.334,,,
[1758214223258809293],9.38,-3.843,2.488,,,
[1758214223263959814],10.185,-3.953,2.428,,,
[1758214223269263981],9.541,-3.886,2.382,,,
[1758214223274484970],10.187,-3.685,2.521,,,
[1758214223279620074],9.455,-3.905,2.456,,,
[1758214223284766272],10.185,-3.79,2.318,,,
[1758214223292340960],10.326,-4.034,2.342,,,
[1758214223297894293],9.301,-3.689,2.363,,,
[1758214223303077470],10.384,-3.926,2.332,,,
[1758214223308200803],9.371,-3.871,2.181,,,
[1758214223313336428],10.561,-3.984,2.231,,,
[1758214223318435439],9.498,-3.962,2.294,,,
[1758214223323542001],10.367,-4.166,2.188,,,
[1758214223328674345],9.428,-4.029,2.294,,,
[1758214223334125335],10.422,-4.094,2.471,,,
[1758214223339262887],9.498,-3.979,2.306,,,
[1758214223344545908],9.926,-4.044,2.064,,,
[1758214223349650491],9.349,-4.022,2.004,,,
[1758214223354783876],9.965,-3.893,2.215,,,
[1758214223359881949],9.347,-4.168,2.447,,,
[1758214223365002210],9.893,-4.128,2.061,,,
[1758214223370096012],9.151,-4.214,2.277,,,
[1758214223375204345],9.582,-4.231,2.198,,,
[1758214223380392418],9.117,-4.403,2.114,,,
[1758214223385656533],9.335,-4.403,1.738,,,
[1758214223390775960],9.369,-4.537,2.076,,,
[1758214223396377105],9.33,-4.499,1.717,,,
[1758214223401561012],9.462,-4.65,2.097,,,
