timestamp,x1,y1,z1,x2,y2,z2
[1758212831252384095],9.799,-4.987,4.76,,,
[1758212831257513626],11.461,-5.071,4.008,,,
[1758212831262752324],10.266,-5.526,4.051,,,
[1758212831267896178],11.519,-5.59,3.268,,,
[1758212831273055814],11.399,-5.942,2.794,,,
[1758212831278204512],12.11,-5.547,2.076,,,
[1758212831283397064],11.796,-5.969,1.547,,,
[1758212831288566126],11.542,-5.59,1.101,,,
[1758212831293832741],11.375,-5.646,1.176,,,
[1758212831298964043],11.198,-4.733,0.505,,,
[1758212831304101647],10.42,-4.87,0.395,,,
[1758212831309221699],9.335,-4.539,-0.036,,,
[1758212831314415762],10.044,-4.484,0.237,,,
[1758212831319602220],8.959,-4.175,-0.498,,,
[1758212831324743053],9.311,-4.209,-0.129,,,
[1758212831329858574],8.045,-3.692,-0.124,,,
[1758212831335012741],8.332,-3.819,0.223,,,
[1758212831340112949],7.092,-3.326,0.081,,,
[1758212831345226855],8.38,-3.309,1.08,,,
[1758212831350366543],6.215,-3.29,1.635,,,
[1758212831355900814],7.511,-3.443,1.597,,,
[1758212831361176439],6.122,-3.079,2.705,,,
[1758212831367448209],7.475,-3.084,2.672,,,
[1758212831372741543],6.869,-3.639,3.45,,,
[1758212831377880553],8.294,-4.077,3.297,,,
[1758212831383001803],8.08,-4.264,3.565,,,
[1758212831388118574],9.44,-4.068,3.931,,,
[1758212831393214199],9.072,-4.645,4.424,,,
[1758212831398295293],9.316,-4.499,4.298,,,
[1758212831403418001],9.608,-4.834,4.602,,,
[1758212831408529824],10.257,-5.013,4.549,,,
[1758212831413706595],10.69,-5.27,4.211,,,
[1758212831418809095],10.817,-5.277,3.44,,,
[1758212831423963001],11.21,-5.878,2.974,,,
[1758212831429107376],11.72,-5.806,2.203,,,
[1758212831434302220],12.031,-5.964,2.009,,,
[1758212831439410084],11.305,-5.78,1.76,,,
[1758212831444566959],12.256,-5.854,1.585,,,
[1758212831449708678],11.164,-5.169,1.068,,,
[1758212831454875918],11.401,-5.171,0.86,,,
[1758212831460790761],9.55,-4.712,0.781,,,
[1758212831466120345],10.652,-4.681,0.034,,,
[1758212831471232220],9.165,-4.41,0.084,,,
[1758212831476352011],10.238,-4.338,-0.429,,,
[1758212831481570345],8.267,-4.096,-0.558,,,
[1758212831486762011],8.935,-3.725,-0.716,,,
[1758212831491883991],7.271,-3.385,-0.218,,,
[1758212831497051803],8.219,-3.469,0.4,,,
[1758212831502242636],6.601,-3.254,1.288,,,
[1758212831507486334],7.266,-2.959,1.293,,,
[1758212831512733314],6.381,-3.031,2.059,,,
[1758212831518211751],7.192,-2.945,2.658,,,
[1758212831523357949],6.728,-3.354,2.964,,,
[1758212831528486230],7.724,-3.395,3.144,,,
[1758212831533650032],8.198,-4.171,3.508,,,
[1758212831538824980],8.65,-4.113,3.218,,,
[1758212831544019095],9.131,-4.413,3.881,,,
[1758212831549266543],8.947,-4.24,4.501,,,
[1758212831554393314],9.491,-4.719,4.446,,,
[1758212831559543157],9.507,-4.7,4.47,,,
[1758212831565204668],10.858,-5.179,4.702,,,
[1758212831570430189],10.01,-5.373,3.998,,,
[1758212831575567324],11.456,-5.65,3.627,,,
[1758212831580676074],10.669,-5.598,2.914,,,
[1758212831585842480],12.45,-5.926,2.562,,,
[1758212831590952897],10.942,-5.94,1.982,,,
[1758212831596079772],12.471,-5.892,1.923,,,
[1758212831601271022],11.013,-5.765,1.683,,,
[1758212831606440709],12.491,-5.665,0.967,,,
[1758212831611660136],10.221,-4.966,0.565,,,
[1758212831616875866],10.518,-4.685,0.441,,,
[1758212831621994251],9.196,-4.456,0.381,,,
[1758212831627164563],10.302,-4.231,-0.077,,,
[1758212831632379303],8.753,-4.034,0.17,,,
[1758212831637537584],9.641,-4.118,-0.318,,,
[1758212831642737428],7.875,-3.903,0.12,,,
[1758212831647889407],8.42,-3.393,-0.034,,,
[1758212831652977063],7.41,-3.469,0.915,,,
[1758212831658097272],7.539,-3.108,1.465,,,
[1758212831663333261],6.694,-3.156,1.836,,,
[1758212831670514772],6.381,-3.036,2.471,,,
[1758212831675694199],7.707,-3.498,2.933,,,
[1758212831680834616],6.63,-3.148,3.017,,,
[1758212831685968834],8.207,-3.809,3.517,,,
[1758212831691069459],7.369,-4.029,3.591,,,
[1758212831696180866],9.637,-4.401,3.553,,,
[1758212831701352636],8.045,-4.341,4.094,,,
[1758212831706552011],9.689,-4.513,4.501,,,
[1758212831711724772],8.808,-4.561,4.338,,,
[1758212831717077636],10.582,-4.86,4.259,,,
[1758212831722265241],9.922,-5.162,4.041,,,
[1758212831727423053],11.145,-5.277,3.938,,,
[1758212831732646907],10.274,-5.461,3.5,,,
[1758212831737775449],11.827,-5.571,2.619,,,
[1758212831743002116],11.126,-5.856,2.71,,,
[1758212831748109043],11.712,-5.567,2.061,,,
[1758212831753197636],11.581,-5.883,1.774,,,
[1758212831758369511],11.959,-5.636,1.314,,,
[1758212831763571543],11.193,-5.444,1.085,,,
[1758212831768701855],10.755,-4.994,0.388,,,
[1758212831775366751],9.948,-4.614,0.306,,,
[1758212831780711751],9.397,-4.187,-0.273,,,
[1758212831785890397],10.053,-4.334,-0.256,,,
[1758212831791013886],8.373,-4.214,-0.409,,,
[1758212831796149616],9.309,-3.857,-0.527,,,
[1758212831801279824],7.518,-3.563,-0.103,,,
[1758212831806404303],8.456,-3.677,0.611,,,
[1758212831811573313],6.807,-3.273,0.493,,,
[1758212831816841178],8.061,-3.294,1.611,,,
[1758212831822040709],6.177,-3.086,2.344,,,
[1758212831827163209],7.649,-3.086,2.401,,,
[1758212831832381855],6.574,-3.144,2.77,,,
