timestamp,x1,y1,z1,x2,y2,z2
[1758218436520834540],10.118,0.749,3.467,,,
[1758218436527316311],10.171,0.773,3.395,,,
[1758218436533928863],10.185,0.819,3.328,,,
[1758218436540304436],10.197,0.848,3.378,,,
[1758218436547180842],10.159,0.735,3.457,,,
[1758218436553652144],10.013,0.788,3.402,,,
[1758218436559751831],10.25,0.783,3.268,,,
[1758218436565627821],10.278,0.737,3.393,,,
[1758218436571436779],10.221,0.721,3.256,,,
[1758218436577205581],10.19,0.819,3.359,,,
[1758218436582992404],10.161,0.759,3.342,,,
[1758218436588998446],10.171,0.656,3.306,,,
[1758218436595030113],10.235,0.685,3.352,,,
[1758218436600893185],10.214,0.725,3.282,,,
[1758218436606836831],10.187,0.723,3.333,,,
[1758218436612602613],10.199,0.852,3.156,,,
[1758218436618345060],10.369,0.737,3.215,,,
[1758218436624097821],10.204,0.907,3.405,,,
[1758218436629876779],10.276,0.752,3.302,,,
[1758218436635663342],10.221,0.785,3.225,,,
[1758218436641419331],10.228,0.879,3.323,,,
[1758218436647215165],10.199,0.819,3.4,,,
[1758218436652840685],10.242,0.752,3.369,,,
[1758218436658625217],10.242,0.704,3.309,,,
[1758218436665041050],10.185,0.792,3.345,,,
[1758218436671722613],10.197,0.769,3.373,,,
[1758218436678020738],10.408,0.802,3.366,,,
[1758218436684741519],10.087,0.893,3.213,,,
[1758218436691078081],10.068,0.682,3.206,,,
[1758218436697394956],10.384,0.804,3.256,,,
[1758218436703993342],10.266,0.682,3.146,,,
[1758218436710624696],10.223,0.833,3.522,,,
[1758218436716974123],10.206,0.915,3.359,,,
[1758218436723508342],10.393,0.74,3.196,,,
[1758218436729845529],10.218,0.845,2.981,,,
[1758218436736648238],10.221,0.769,3.306,,,
[1758218436743156258],10.24,0.692,3.316,,,
[1758218436749660425],10.123,0.795,3.292,,,
[1758218436756128133],10.391,0.771,2.988,,,
[1758218436762616258],10.4,0.766,3.223,,,
[1758218436769120790],10.245,0.86,3.321,,,
