timestamp,frequency_hz
[1758207122916001924],11.67
[1758207122921799476],11.92
[1758207122927925153],11.92
[1758207122933745205],11.92
[1758207122939608070],11.92
[1758207122945361559],11.92
[1758207122951003539],11.92
[1758207122956724059],11.92
[1758207122962788278],11.92
[1758207122968521872],11.92
[1758207122974258747],11.92
[1758207122980039216],11.92
[1758207122985093851],11.92
[1758207122991021091],11.92
[1758207122996969372],11.92
[1758207123002619528],11.92
[1758207123008548226],11.92
[1758207123014845153],11.43
[1758207123021297341],11.43
[1758207123027707445],11.43
[1758207123034171612],11.43
[1758207123040841455],11.43
[1758207123047201247],11.43
[1758207123054122184],11.43
[1758207123060735414],11.43
[1758207123067211611],11.43
[1758207123073781351],11.43
[1758207123080337705],11.43
[1758207123086876768],11.43
[1758207123093078591],11.88
[1758207123100508278],11.88
[1758207123106998955],11.88
[1758207123113477184],11.88
[1758207123120089007],11.88
[1758207123126578695],11.88
[1758207123133050986],11.88
[1758207123139589059],11.88
[1758207123146004684],11.88
[1758207123152534789],11.88
[1758207123159020309],11.88
[1758207123165493955],11.88
[1758207123171974736],11.88
[1758207123178431716],11.77
[1758207123185525570],11.77
[1758207123192009164],11.77
[1758207123198569164],11.77
[1758207123205095466],11.77
[1758207123211632393],11.77
[1758207123217537914],11.77
[1758207123223248486],11.77
[1758207123229161299],11.77
[1758207123234874997],11.77
[1758207123240615778],11.77
[1758207123246393330],11.77
[1758207123252066664],11.77
[1758207123257850570],11.77
[1758207123264305101],12.35
[1758207123270094320],12.35
[1758207123275807132],12.35
[1758207123281458382],12.35
[1758207123287203070],12.35
[1758207123293011976],12.35
[1758207123298831299],12.35
[1758207123304650049],12.35
[1758207123310135778],12.35
[1758207123316168747],12.35
[1758207123322564476],12.35
[1758207123328950570],12.35
[1758207123335544059],12.35
[1758207123342037913],12.35
[1758207123348924372],11.18
[1758207123355853330],11.18
[1758207123362477861],11.18
[1758207123368809528],11.18
[1758207123375407705],11.18
[1758207123382064268],11.18
[1758207123388480570],11.18
[1758207123395300778],11.18
[1758207123402093382],11.18
[1758207123408907757],11.18
[1758207123415476299],11.18
[1758207123422094268],11.18
[1758207123427933278],12.46
[1758207123435276663],12.46
[1758207123441802132],12.46
[1758207123448450518],12.46
[1758207123454794788],12.46
[1758207123461592132],12.46
[1758207123468095986],12.46
[1758207123474449163],12.46
[1758207123480942653],12.46
[1758207123487562809],12.46
[1758207123494253643],12.46
[1758207123500928747],12.46
[1758207123507406143],12.46
[1758207123514060570],11.76
[1758207123521060101],11.76
[1758207123527726559],11.76
[1758207123534220205],11.76
[1758207123540930726],11.76
[1758207123547761924],11.76
[1758207123554161455],11.76
[1758207123560589268],11.76
[1758207123567204528],11.76
[1758207123573808434],11.76
[1758207123580554111],11.76
[1758207123587074632],11.76
[1758207123593557809],11.76
[1758207123600065778],11.58
[1758207123606881663],11.58
[1758207123613763799],11.58
[1758207123620278174],11.58
[1758207123626741924],11.58
[1758207123633219476],11.58
[1758207123639788590],11.58
[1758207123646253695],11.58
[1758207123652745257],11.58
[1758207123659222184],11.58
[1758207123665698695],11.58
[1758207123672203955],11.58
[1758207123678666195],11.58
[1758207123685198174],11.79
[1758207123691908590],11.79
[1758207123698637809],11.79
[1758207123705209476],11.79
[1758207123712009267],11.79
[1758207123718259945],11.79
[1758207123724073486],11.79
[1758207123729869892],11.79
[1758207123735601455],11.79
[1758207123741362184],11.79
[1758207123747102861],11.79
[1758207123752905570],11.79
[1758207123758637340],11.79
[1758207123764504945],11.79
[1758207123770320257],11.76
[1758207123776235309],11.76
[1758207123782035257],11.76
[1758207123787949059],11.76
[1758207123793564788],11.76
[1758207123799419320],11.76
[1758207123805264840],11.76
[1758207123811136403],11.76
[1758207123817066715],11.76
[1758207123823637965],11.76
[1758207123830173122],11.76
[1758207123836659945],11.76
[1758207123843107445],11.76
[1758207123849675361],11.76
[1758207123856490674],11.61
[1758207123863226820],11.61
[1758207123869762080],11.61
[1758207123876258695],11.61
[1758207123882744892],11.61
[1758207123889165726],11.61
[1758207123895488330],11.61
[1758207123902192028],11.61
[1758207123908643851],11.61
[1758207123915215882],11.61
[1758207123921787705],11.61
[1758207123928304997],11.61
[1758207123935073382],11.61
[1758207123942108330],12.58
[1758207123948611611],12.58
[1758207123955107705],12.58
[1758207123961642132],12.58
[1758207123968099736],12.58
[1758207123974557132],12.58
[1758207123981109840],12.58
[1758207123987572132],12.58
[1758207123994062392],12.58
[1758207124000482653],12.58
[1758207124007130309],12.58
[1758207124013637965],12.58
[1758207124019870257],11.91
[1758207124025831194],11.91
[1758207124031824892],11.91
[1758207124037542132],11.91
[1758207124043293903],11.91
[1758207124049076142],11.91
[1758207124054719267],11.91
[1758207124060541299],11.91
[1758207124066446819],11.91
[1758207124072227653],11.91
[1758207124077981924],11.91
[1758207124083840622],11.91
[1758207124089526924],11.91
[1758207124095317444],11.91
[1758207124100993590],11.91
[1758207124106948799],11.48
[1758207124112919944],11.48
[1758207124118836924],11.48
[1758207124124545153],11.48
[1758207124130322132],11.48
[1758207124136114944],11.48
[1758207124141818903],11.48
[1758207124147496038],11.48
[1758207124153211351],11.48
[1758207124158698121],11.48
[1758207124164272861],11.48
[1758207124170065517],11.48
[1758207124175780830],11.48
[1758207124181500153],11.48
[1758207124187204319],11.48
[1758207124193440101],12.3
[1758207124199369371],12.3
[1758207124204892653],12.3
[1758207124210675361],12.3
[1758207124216151767],12.3
[1758207124222665257],12.3
[1758207124229223955],12.3
[1758207124235584319],12.3
[1758207124242470205],12.3
[1758207124248123174],12.3
[1758207124254789632],12.3
[1758207124261340934],12.3
[1758207124267892601],12.3
[1758207124274499788],11.53
