[1758209107521469123],,,,2.705,9.615,-0.244,
[1758209107521469123],,,,,,,0.0
[1758209107528190373],,,,2.629,9.603,-0.225,
[1758209107528190373],,,,,,,0.0
[1758209107534881415],,,,2.61,9.601,-0.062,
[1758209107534881415],,,,,,,0.0
[1758209107541281207],,,,2.626,9.677,-0.223,
[1758209107541281207],,,,,,,0.0
[1758209107547691259],,,,2.605,9.641,-0.17,
[1758209107547691259],,,,,,,0.0
[1758209107554093030],,,,2.504,9.586,-0.108,
[1758209107554093030],,,,,,,0.0
[1758209107560576259],,,,2.612,9.697,-0.156,
[1758209107560576259],,,,,,,0.0
[1758209107567094227],,,,2.622,9.531,-0.433,
[1758209107567094227],,,,,,,0.0
[1758209107573554384],,,,2.641,9.574,-0.256,
[1758209107573554384],,,,,,,0.0
[1758209107580050686],,,,2.665,9.517,-0.206,
[1758209107580050686],,,,,,,0.0
[1758209107586567248],,,,2.641,9.625,-0.256,
[1758209107586567248],,,,,,,0.0
[1758209107593007300],,,,2.614,9.601,-0.323,
[1758209107593007300],,,,,,,0.0
[1758209107599319280],,,,2.813,9.61,-0.213,
[1758209107599319280],,,,,,,0.0
[1758209107605812769],,,,2.77,9.503,-0.364,
[1758209107605812769],,,,,,,0.0
[1758209107612263759],,,,2.648,9.541,-0.244,
[1758209107612263759],,,,,,,0.0
[1758209107618609644],,,,2.614,9.625,-0.271,
[1758209107618609644],,,,,,,0.0
[1758209107625270477],,,,2.636,9.565,-0.311,
[1758209107625270477],,,,,,,0.0
[1758209107631963394],,,,2.605,9.682,-0.436,
[1758209107631963394],,,,,,,0.0
[1758209107638335009],,,,2.605,9.615,-0.17,
[1758209107638335009],,,,,,,0.0
[1758209107644779332],,,,2.756,9.735,-0.247,
[1758209107644779332],,,,,,,0.0
[1758209107651175321],,,,2.459,9.618,-0.294,
[1758209107651175321],,,,,,,0.0
[1758209107657574227],,,,2.638,9.649,-0.237,
[1758209107657574227],,,,,,,0.0
[1758209107664006780],,,,2.454,9.589,-0.175,
[1758209107664006780],,,,,,,0.0
[1758209107670517613],,,,2.686,9.641,-0.328,
[1758209107670517613],,,,,,,0.0
[1758209107676923134],,,,2.634,9.706,-0.247,
[1758209107676923134],,,,,,,0.0
[1758209107683307821],,,,2.61,9.639,-0.132,
[1758209107683307821],,,,,,,0.0
[1758209107689724957],,,,2.665,9.634,-0.256,
[1758209107689724957],,,,,,,0.0
[1758209107696094957],,,,2.646,9.538,-0.014,
[1758209107696094957],,,,,,,0.0
[1758209107702604384],,,,2.648,9.606,-0.184,
[1758209107702604384],,,,,,,0.0
[1758209107709226259],,,,2.65,9.598,-0.259,
[1758209107709226259],,,,,,,0.0
[1758209107715949332],,,,2.684,9.663,-0.259,
[1758209107715949332],,,,,,,0.0
[1758209107722365842],,,,2.753,9.61,-0.287,
[1758209107722365842],,,,,,,0.0
[1758209107728916675],,,,2.665,9.79,-0.208,
[1758209107728916675],,,,,,,0.0
[1758209107735398707],,,,2.456,9.608,-0.172,
[1758209107735398707],,,,,,,0.0
[1758209107741842561],,,,2.665,9.512,-0.299,
[1758209107741842561],,,,,,,0.0
[1758209107748177717],,,,2.512,9.531,-0.153,
[1758209107748177717],,,,,,,0.0
[1758209107754491311],,,,2.641,9.586,-0.201,
[1758209107754491311],,,,,,,0.0
[1758209107761012665],,,,2.638,9.574,-0.115,
[1758209107761012665],,,,,,,0.0
[1758209107767199540],,,,2.614,9.553,-0.187,
[1758209107767199540],,,,,,,0.0
[1758209107773592509],,,,2.643,9.673,-0.194,
[1758209107773592509],,,,,,,0.0
[1758209107779951207],,,,2.658,9.718,-0.201,
[1758209107779951207],,,,,,,0.0
[1758209107786411363],,,,2.672,9.55,-0.249,
[1758209107786411363],,,,,,,0.0
[1758209107792918134],,,,2.703,9.601,-0.091,
