timestamp,frequency_hz
[1758206100065488935],0.0
[1758206100072594976],0.0
[1758206100080033726],0.0
[1758206100087108935],0.0
[1758206100094206122],0.0
[1758206100101248466],0.0
[1758206100108263153],0.0
[1758206100114983987],0.0
[1758206100122099664],0.0
[1758206100128485862],0.0
[1758206100135174716],0.0
[1758206100141687216],0.0
[1758206100148178987],0.0
[1758206100154312945],0.0
[1758206100160665445],0.0
[1758206100167740132],0.0
[1758206100174407216],0.0
[1758206100180957632],0.0
[1758206100186613518],0.0
[1758206100191951591],0.0
[1758206100197192112],0.0
[1758206100202391851],0.0
[1758206100207631122],0.0
[1758206100213019091],0.0
[1758206100218239351],0.0
[1758206100223430341],0.0
[1758206100229079716],0.0
[1758206100234346226],0.0
[1758206100239545914],0.0
[1758206100244708414],0.0
[1758206100250022216],0.0
[1758206100255303049],0.0
[1758206100260544247],0.0
[1758206100265693622],0.0
[1758206100270863101],0.0
[1758206100277207789],0.0
[1758206100283844612],0.0
[1758206100289219403],0.0
[1758206100294356903],0.0
[1758206100299511851],0.0
[1758206100304649299],0.0
[1758206100309822684],0.0
[1758206100314964455],0.0
[1758206100320168257],0.0
[1758206100325328570],0.0
[1758206100330647476],0.0
[1758206100335797580],0.0
[1758206100340965549],0.0
[1758206100346107737],0.0
[1758206100351272424],0.0
[1758206100356404559],0.0
[1758206100361548153],0.0
[1758206100366786695],0.0
[1758206100372002216],0.0
[1758206100377290914],0.0
[1758206100382502476],0.0
[1758206100388136018],0.0
[1758206100393424820],0.0
[1758206100398616330],0.0
[1758206100403772112],0.0
[1758206100408955809],0.0
[1758206100414155705],0.0
[1758206100419349612],0.0
[1758206100424517372],0.0
[1758206100429770705],0.0
[1758206100435021174],0.0
[1758206100440202997],0.0
[1758206100445339976],0.0
[1758206100450539664],0.0
[1758206100455687268],0.0
[1758206100460872841],0.0
[1758206100466054403],0.0
[1758206100471282580],0.0
[1758206100476419872],0.0
[1758206100481953153],0.0
[1758206100487197320],0.0
[1758206100493412736],0.0
[1758206100499396955],0.0
[1758206100504728361],0.0
[1758206100509893257],0.0
[1758206100515031434],0.0
[1758206100520207789],0.0
[1758206100525357580],0.0
[1758206100530594664],0.0
[1758206100535740861],0.0
[1758206100540925757],0.0
[1758206100549025861],0.0
[1758206100554265966],0.0
[1758206100559415341],0.0
[1758206100564648466],0.0
[1758206100569830601],0.0
[1758206100574939299],0.0
[1758206100580141747],0.0
[1758206100585256486],0.0
[1758206100590566591],0.0
[1758206100595814299],0.0
[1758206100601015393],0.0
[1758206100606494403],0.0
[1758206100611727736],0.0
[1758206100617006643],0.0
[1758206100622185028],0.0
[1758206100627481486],0.0
[1758206100632730445],0.0
[1758206100638049559],0.0
[1758206100643233778],0.0
[1758206100648431018],0.0
[1758206100653550549],0.0
[1758206100658708413],0.0
[1758206100663840236],0.0
[1758206100669096643],0.0
[1758206100674266070],0.0
[1758206100679574924],0.0
[1758206100684809872],0.0
[1758206100690033934],0.0
[1758206100695208413],0.0
[1758206100700415601],0.0
[1758206100705598361],0.0
[1758206100711987216],0.0
[1758206100717515288],0.0
[1758206100725619507],0.0
[1758206100731389611],0.0
[1758206100738164663],0.0
[1758206100744850913],0.0
[1758206100750567580],0.0
[1758206100757198205],0.0
[1758206100762904455],0.0
[1758206100769577059],0.0
[1758206100775454768],0.0
[1758206100782100080],0.0
[1758206100787726747],0.0
[1758206100791552684],0.0
[1758206100795249872],0.0
[1758206100798958726],0.0
[1758206100802635861],0.0
[1758206100806346330],0.0
[1758206100810033049],0.0
[1758206100813712476],0.0
[1758206100817407528],0.0
[1758206100821083309],0.0
[1758206100825549976],0.0
[1758206100829444872],0.0
[1758206100833583361],0.0
[1758206100837424559],0.0
[1758206100841113934],0.0
[1758206100844795184],0.0
[1758206100848523882],0.0
[1758206100852204663],0.0
[1758206100855951382],0.0
[1758206100859626695],0.0
[1758206100863303882],0.0
[1758206100867033934],0.0
[1758206100870820965],0.0
[1758206100874532163],0.0
[1758206100878557528],0.0
[1758206100882265028],0.0
[1758206100886014351],0.0
[1758206100889695028],0.0
[1758206100893380236],0.0
[1758206100897113205],0.0
[1758206100900795913],0.0
[1758206100904478101],0.0
[1758206100908183986],0.0
[1758206100911876278],0.0
[1758206100915587372],0.0
[1758206100919306382],0.0
[1758206100923077268],0.0
[1758206100926839247],0.0
[1758206100930535601],0.0
[1758206100934206174],0.0
[1758206100938772788],0.0
[1758206100942650445],0.0
