timestamp,frequency_hz
[1758212808680682072],23.94
[1758212808685843635],23.94
[1758212808692033218],23.94
[1758212808697443687],23.94
[1758212808702664676],23.94
[1758212808707774520],23.94
[1758212808712948322],23.94
[1758212808718064468],23.94
[1758212808723228322],23.94
[1758212808728333999],23.94
[1758212808733521239],23.94
[1758212808738746968],23.94
[1758212808743858947],23.94
[1758212808748965718],23.94
[1758212808754083322],23.94
[1758212808759271083],23.94
[1758212808764418791],23.94
[1758212808770054051],23.94
[1758212808775241239],23.94
[1758212808780452072],23.94
[1758212808785640093],23.94
[1758212808790749676],23.94
[1758212808795872801],23.94
[1758212808801042853],23.94
[1758212808806659416],23.94
[1758212808811918531],23.94
[1758212808817072645],23.94
[1758212808822252385],23.94
[1758212808827473635],23.94
[1758212808832644364],23.94
[1758212808837778166],23.94
[1758212808843028114],23.94
[1758212808848165822],23.94
[1758212808853411083],23.94
[1758212808858566291],23.94
[1758212808863691135],23.94
[1758212808868816968],23.94
[1758212808874064312],23.94
[1758212808879578531],23.94
[1758212808884774781],23.94
[1758212808889896030],23.94
[1758212808895091030],23.94
[1758212808900186916],23.94
[1758212808905314468],23.94
[1758212808910582124],23.94
[1758212808916063791],23.94
[1758212808921748583],23.94
[1758212808927013687],23.94
[1758212808932186030],23.94
[1758212808937355249],23.94
[1758212808942522072],23.94
[1758212808947654520],23.94
[1758212808952835926],23.94
[1758212808957975718],23.94
[1758212808963293270],23.94
[1758212808968499364],23.94
[1758212808973719572],23.94
[1758212808978919572],23.94
[1758212808984076135],23.94
[1758212808989534208],23.94
[1758212808994656551],23.94
[1758212808999769624],23.94
[1758212809005093322],23.94
[1758212809010270926],23.94
[1758212809015430458],23.94
[1758212809020555145],23.94
[1758212809026182489],23.94
[1758212809031349728],23.94
[1758212809036533322],23.94
[1758212809041633791],23.94
[1758212809046912801],23.94
[1758212809052232280],23.94
[1758212809057405249],23.94
[1758212809062601447],23.94
[1758212809067757437],23.94
[1758212809073004520],23.94
[1758212809078162801],23.94
[1758212809083357176],23.94
[1758212809088538322],23.94
[1758212809093778322],23.94
[1758212809100300874],23.94
[1758212809105568530],23.94
[1758212809110685041],23.94
[1758212809115816812],23.94
[1758212809120934832],23.94
[1758212809126128791],23.94
[1758212809131559624],23.94
[1758212809136728582],23.94
[1758212809141881291],23.94
[1758212809147115822],23.94
[1758212809154332801],23.94
[1758212809159735353],23.94
[1758212809165570510],23.94
[1758212809170677385],23.94
[1758212809175842020],23.94
[1758212809181009676],23.94
[1758212809186249468],23.94
[1758212809191387437],23.94
[1758212809196556916],23.94
[1758212809201639832],23.94
[1758212809207030145],23.94
[1758212809212219728],23.94
[1758212809217367697],23.94
[1758212809223671916],23.94
[1758212809229204780],23.94
[1758212809234386499],23.94
[1758212809240510145],23.94
[1758212809246053114],23.94
[1758212809251170614],23.94
[1758212809256297489],23.94
[1758212809261390145],23.94
[1758212809266501812],23.94
[1758212809271638843],23.94
[1758212809276922437],23.94
[1758212809282064207],23.94
[1758212809287319624],23.94
[1758212809292520301],23.94
[1758212809298009416],23.94
[1758212809303228218],23.94
[1758212809308348582],23.94
[1758212809313798791],23.94
[1758212809318968635],23.94
[1758212809324141968],23.94
[1758212809329376343],23.94
[1758212809334644832],23.94
[1758212809339754155],23.94
[1758212809344894155],23.94
[1758212809350002020],23.94
[1758212809355444728],23.94
[1758212809360612645],23.94
[1758212809365793374],23.94
[1758212809371080353],23.94
[1758212809376216082],23.94
[1758212809381339884],23.94
[1758212809386561239],23.94
[1758212809391674728],23.94
[1758212809396819832],23.94
[1758212809401962541],23.94
[1758212809407153478],23.94
[1758212809412429989],23.94
[1758212809417568895],23.94
[1758212809423191603],23.94
[1758212809428324937],23.94
[1758212809433518426],23.94
[1758212809438646343],23.94
[1758212809443786239],23.94
[1758212809448917332],23.94
[1758212809454072749],23.94
[1758212809459238166],23.94
[1758212809466316551],23.94
[1758212809471757489],23.94
[1758212809476861395],23.94
[1758212809481979676],23.94
[1758212809487211655],23.94
[1758212809492514051],23.94
[1758212809499043270],23.94
[1758212809504286864],23.94
[1758212809509379468],23.94
[1758212809514487072],23.94
[1758212809519568062],23.94
[1758212809524698843],23.94
[1758212809530172280],23.94
[1758212809535400301],23.94
[1758212809541265041],23.94
[1758212809546696916],23.94
[1758212809553869989],23.94
[1758212809560832801],23.94
[1758212809566415197],23.94
[1758212809571554989],23.94
[1758212809577913374],23.94
[1758212809584365249],23.94
[1758212809589616239],23.94
[1758212809594794364],23.94
[1758212809599915249],23.94
[1758212809605093218],23.94
[1758212809610195405],23.94
[1758212809615331447],23.94
[1758212809620446811],23.94
[1758212809625649780],23.94
[1758212809630871291],23.94
[1758212809636462384],23.94
[1758212809641605926],23.94
[1758212809646762801],23.94
[1758212809651871239],23.94
[1758212809656996551],23.94
[1758212809662102332],23.94
[1758212809667231186],23.94
[1758212809672404832],23.94
[1758212809677641916],23.94
[1758212809683384676],23.94
[1758212809688609155],23.94
[1758212809693719832],23.94
[1758212809698807332],23.94
[1758212809703960666],23.94
[1758212809709130770],23.94
[1758212809714283166],23.94
[1758212809719380666],23.94
[1758212809724591395],23.94
[1758212809729793061],23.94
[1758212809734991186],23.94
[1758212809740658686],23.94
[1758212809745907749],23.94
[1758212809751065353],23.94
[1758212809756217697],23.94
